location,sex,age,year,percent_of_prevalence,upper,lower
Netherlands,Male,20-24 years,2005,0.0401459306518339,0.0617222464540629,0.0248264028582248
Netherlands,Female,20-24 years,2005,0.0128698836439198,0.0202089060990378,0.0073762038999289
Netherlands,Male,25-29 years,2005,0.0402937653203245,0.0564205958023502,0.0274622411114533
Netherlands,Female,25-29 years,2005,0.0117968950529917,0.0167889476895713,0.0077789808122348
Netherlands,Male,30-34 years,2005,0.0363923297500554,0.0519828883221785,0.0227729701766841
Netherlands,Female,30-34 years,2005,0.0096316592332596,0.0142144780275235,0.0057829328463773
Netherlands,Male,35-39 years,2005,0.0353789656466486,0.0466166552815829,0.0241972282500836
Netherlands,Female,35-39 years,2005,0.0086126083099511,0.011960893586852,0.0054783039732483
Netherlands,Male,40-44 years,2005,0.0340693001703674,0.0461896639273003,0.0240119239324361
Netherlands,Female,40-44 years,2005,0.0077678065370708,0.011410918403937,0.0050638528312353
Sweden,Male,15-19 years,2005,0.0308371668867825,0.0424834117691717,0.0210778156991532
Sweden,Female,15-19 years,2005,0.0193112295831326,0.0270961603376293,0.0127985569672628
Sweden,Male,20-24 years,2005,0.0857675692781693,0.1129328185884232,0.0647737486079891
Sweden,Female,20-24 years,2005,0.0481974804075352,0.0663762645732888,0.033412222221061
Sweden,Male,25-29 years,2005,0.0891900962572115,0.1097202785196318,0.0734671371638751
Sweden,Female,25-29 years,2005,0.0459965445377069,0.0590546076008612,0.0345901069554836
Sweden,Male,30-34 years,2005,0.0802007749851958,0.1014288272453842,0.0615212075188382
Sweden,Female,30-34 years,2005,0.036880436004871,0.0515776687419716,0.0247282033684424
Sweden,Male,35-39 years,2005,0.0732861017686682,0.0860143883656622,0.0615449684939973
Sweden,Female,35-39 years,2005,0.0332560848255795,0.0421594539232048,0.0251931364634826
Sweden,Male,40-44 years,2005,0.0682943135630777,0.079709050598119,0.0586910660480013
Sweden,Female,40-44 years,2005,0.0308894932163475,0.0404857306443987,0.0230079203433095
Czechia,Male,15-19 years,2005,0.0096746904980666,0.0154061284666003,0.0053847384807584
Czechia,Female,15-19 years,2005,0.0065526370702465,0.0106580754818628,0.0034875883521868
Czechia,Male,20-24 years,2005,0.0269545626111408,0.041167806303317,0.0163326371141719
Czechia,Female,20-24 years,2005,0.0188530788692943,0.0304327277087956,0.0109998570171883
Czechia,Male,25-29 years,2005,0.0343253128519403,0.0469086177072175,0.0241376225684065
Czechia,Female,25-29 years,2005,0.0253707652502655,0.0366258770677735,0.0161046113107087
Czechia,Male,30-34 years,2005,0.037269504030497,0.0523563151511687,0.0251625526398414
Czechia,Female,30-34 years,2005,0.0286958037230957,0.0419458607083671,0.0176497716136278
Czechia,Male,35-39 years,2005,0.0388506785755841,0.052958104693726,0.0279082925481716
Czechia,Female,35-39 years,2005,0.0313790563932436,0.0422842676240785,0.0217771103536856
Czechia,Male,40-44 years,2005,0.0405880917616486,0.0553374728828993,0.0283738764386554
Czechia,Female,40-44 years,2005,0.0326450045317214,0.0449540111796752,0.0222061372631161
Ireland,Male,15-19 years,2005,0.0285995206654817,0.0441171945295075,0.0169752684382096
Ireland,Female,15-19 years,2005,0.0167226441895865,0.0258419626789355,0.0097575934742959
Ireland,Male,20-24 years,2005,0.0796583866248455,0.1237767993681532,0.0477735245118276
Ireland,Female,20-24 years,2005,0.0394458887191566,0.0653123864713259,0.0218133829677292
Ireland,Male,25-29 years,2005,0.0888911781853137,0.1206160594073911,0.0611916726635247
Ireland,Female,25-29 years,2005,0.0375734631704723,0.0549193438807752,0.0235826185209208
Ireland,Male,30-34 years,2005,0.0856187718787284,0.1218831530426107,0.056196159601051
Ireland,Female,30-34 years,2005,0.0312255750663819,0.0460373849709812,0.0184078190451144
Ireland,Male,35-39 years,2005,0.0822961055911869,0.1093961734395586,0.0580297878947853
Ireland,Female,35-39 years,2005,0.0301363611532294,0.0419819192501119,0.0199538704510623
Ireland,Male,40-44 years,2005,0.0784328672421994,0.1065228601008096,0.0559141764791679
Ireland,Female,40-44 years,2005,0.0294083719690065,0.04271582421071,0.0191633704364012
Estonia,Male,15-19 years,2005,0.0138502028593329,0.0189839778073959,0.0092435456913188
Estonia,Female,15-19 years,2005,0.0050002895838808,0.0074165084006559,0.0031426423641273
Estonia,Male,20-24 years,2005,0.0340724885383957,0.0452635741200128,0.0238384715288856
Estonia,Female,20-24 years,2005,0.0130684441231271,0.0188935502868984,0.0088611189660425
Estonia,Male,25-29 years,2005,0.0358503170800005,0.045852810117702,0.0269136814873467
Estonia,Female,25-29 years,2005,0.0181144778011399,0.0239632838766257,0.0136732948456642
Estonia,Male,30-34 years,2005,0.0359883116226731,0.0443199175368349,0.0283673085501732
Estonia,Female,30-34 years,2005,0.0218276669382462,0.028695107780657,0.0161648044046304
Estonia,Male,35-39 years,2005,0.042089073302427,0.0502954686193978,0.033856983529265
Estonia,Female,35-39 years,2005,0.0261154247388482,0.0320887811205371,0.0191442520161073
Estonia,Male,40-44 years,2005,0.0568643803116523,0.0682157226602544,0.0471008929441068
Estonia,Female,40-44 years,2005,0.0298900107101149,0.0367939558745007,0.022461156141202
Greece,Male,15-19 years,2006,0.021967427122537,0.034247501538988,0.011839073063258
Greece,Female,15-19 years,2006,0.0096378756584328,0.0151821736971252,0.0054346114681156
Greece,Male,20-24 years,2006,0.0568710571746214,0.0895589984073854,0.0325783750911659
Greece,Female,20-24 years,2006,0.0214211362064274,0.0353621027705438,0.0117108625412883
Greece,Male,25-29 years,2006,0.0571384281141631,0.0801668016796285,0.0390933936620954
Greece,Female,25-29 years,2006,0.0197558736333997,0.0289740753763395,0.0126205373350227
Greece,Male,30-34 years,2006,0.049199184939025,0.0737233524224808,0.0293595125816031
Greece,Female,30-34 years,2006,0.0159547774792862,0.0241389587085335,0.009400158801746
Greece,Male,35-39 years,2006,0.0399761959417798,0.0567820208583395,0.0255081155859579
Greece,Female,35-39 years,2006,0.0137845312295264,0.0206394743316406,0.0085247803369191
Greece,Male,40-44 years,2006,0.032019368394659,0.0480641132170541,0.0204844381258466
Greece,Female,40-44 years,2006,0.0118622174319274,0.018392310845677,0.0070578140776707
Monaco,Male,15-19 years,2005,0.0224033561311027,0.0350018553829858,0.0126777471133532
Monaco,Female,15-19 years,2005,0.0096828447978641,0.0152862821472137,0.0053922716585337
Monaco,Male,20-24 years,2005,0.0584295036219917,0.0924384578328028,0.0333277693754297
Monaco,Female,20-24 years,2005,0.0213824396962067,0.0353612836949713,0.012001410535609
Monaco,Male,25-29 years,2005,0.059532073497547,0.0850724066902097,0.0395593654432298
Monaco,Female,25-29 years,2005,0.0197610221261141,0.0283386988586758,0.0129606422065282
Monaco,Male,30-34 years,2005,0.0520679210398131,0.0792882001297535,0.0303944404521538
Monaco,Female,30-34 years,2005,0.0160655971073321,0.0249074859445924,0.0092897334150422
Monaco,Male,35-39 years,2005,0.0430961518931313,0.0610112723581351,0.0269221612231254
Monaco,Female,35-39 years,2005,0.0140619817571726,0.0205051015492595,0.0086773596483601
Monaco,Male,40-44 years,2005,0.0351248640629175,0.0535221043039771,0.0210620038791971
Monaco,Female,40-44 years,2005,0.0123224732110492,0.0194740280549931,0.0072193946375325
Spain,Male,15-19 years,2005,0.0205995632705591,0.0317435988852808,0.0116545366973178
Spain,Female,15-19 years,2005,0.0087625894789398,0.0138326459135172,0.0049649966777431
Spain,Male,20-24 years,2005,0.0535056167836333,0.0857120625843032,0.0313033731680137
Spain,Female,20-24 years,2005,0.0186000362751067,0.0299771391172842,0.0103341302803568
Spain,Male,25-29 years,2005,0.055386835969941,0.0760959141261082,0.0365375633230102
Spain,Female,25-29 years,2005,0.0166213443673467,0.02398095508154,0.0106054943760059
Spain,Male,30-34 years,2005,0.0499294181697774,0.0730033438197665,0.0300398535962256
Spain,Female,30-34 years,2005,0.0130878623567812,0.0202223304552851,0.0075827868349645
Spain,Male,35-39 years,2005,0.0441923160279476,0.0596823076293494,0.0300477595173046
Spain,Female,35-39 years,2005,0.0111824154699271,0.0163646071308239,0.0070435194340341
Spain,Male,40-44 years,2005,0.0390943794284864,0.0546637751464595,0.0264803030330509
Spain,Female,40-44 years,2005,0.0095651213121459,0.0144352298946184,0.0057405841469286
Hungary,Male,15-19 years,2006,0.0098105195496734,0.015235306763831,0.0058193072072513
Hungary,Female,15-19 years,2006,0.0065120157252921,0.0105920908005457,0.003391082266732
Hungary,Male,20-24 years,2006,0.0276849543209691,0.0419200369132174,0.0177422878945173
Hungary,Female,20-24 years,2006,0.0189578351977865,0.0297368403983082,0.0107094671844576
Hungary,Male,25-29 years,2006,0.036139500320523,0.0477811587642146,0.0255500538742252
Hungary,Female,25-29 years,2006,0.0260001008687953,0.0373870366427206,0.0168889107759701
Hungary,Male,30-34 years,2006,0.0405324543652078,0.0524929137784004,0.0287706933779368
Hungary,Female,30-34 years,2006,0.0295562535850111,0.0431041015374553,0.0181067704778807
Hungary,Male,35-39 years,2006,0.0449796578517015,0.0543458761001461,0.0352766673659505
Hungary,Female,35-39 years,2006,0.0317187397002825,0.0419824015875758,0.0226096724978052
Hungary,Male,40-44 years,2006,0.0472811620174911,0.0591258691448761,0.0386343313254009
Hungary,Female,40-44 years,2006,0.0331249390929337,0.0451943624736161,0.0229618429063135
Austria,Male,15-19 years,2006,0.0330283978513403,0.048651898061314,0.0196145306213627
Austria,Female,15-19 years,2006,0.0116448372834107,0.0173433385931662,0.0069652603993661
Austria,Male,20-24 years,2006,0.0931811296174458,0.1314180393398342,0.0591780165964888
Austria,Female,20-24 years,2006,0.0262685432608147,0.0409248588018303,0.0159642524334224
Austria,Male,25-29 years,2006,0.0965349535988908,0.1224715141141875,0.0732473529227038
Austria,Female,25-29 years,2006,0.0256413399342053,0.03475360917082,0.0178619657397298
Austria,Male,30-34 years,2006,0.0848270637514411,0.1109509051654979,0.0599644969937413
Austria,Female,30-34 years,2006,0.0221942424302841,0.0311266033169375,0.0140959188366447
Austria,Male,35-39 years,2006,0.0717828204362364,0.091518976473377,0.0540577592089012
Austria,Female,35-39 years,2006,0.0209073998275362,0.0272267476398474,0.0151365285155565
Austria,Male,40-44 years,2006,0.06131414376103,0.0781012068102625,0.0477733352846939
Austria,Female,40-44 years,2006,0.0196921834622069,0.0264814888604805,0.0138969973207089
Norway,Male,15-19 years,2006,0.014115459699842,0.0193739297138893,0.0099992055419006
Norway,Female,15-19 years,2006,0.0063917738285887,0.0089543397570799,0.0043913359365365
Norway,Male,20-24 years,2006,0.0363088008522998,0.0489968903662361,0.0266852490040172
Norway,Female,20-24 years,2006,0.0154619940553406,0.0219815862768204,0.0106785830147235
Norway,Male,25-29 years,2006,0.0349140448393856,0.0451404260440557,0.0266602645666377
Norway,Female,25-29 years,2006,0.0142294617295243,0.0188032032411731,0.010724766091085
Norway,Male,30-34 years,2006,0.0304408438849657,0.0406362771049987,0.0213140385588889
Norway,Female,30-34 years,2006,0.011299807766515,0.015549691569099,0.00762515291994
Norway,Male,35-39 years,2006,0.0305160474903024,0.0403564927096316,0.0224196669249285
Norway,Female,35-39 years,2006,0.0098627413176812,0.0130347192153847,0.0069787873620705
Norway,Male,40-44 years,2006,0.0325266993416411,0.0441075776376007,0.0236414347409859
Norway,Female,40-44 years,2006,0.0091461547636952,0.0126431850910017,0.0065309370103961
Croatia,Male,15-19 years,2005,0.0101488805042398,0.0155562097418701,0.0060550103688943
Croatia,Female,15-19 years,2005,0.0065101240212757,0.0107082868371331,0.003509285626282
Croatia,Male,20-24 years,2005,0.0292512505243511,0.0433463029784972,0.0187700059603154
Croatia,Female,20-24 years,2005,0.0187377348100848,0.0298228959526307,0.0110227670937409
Croatia,Male,25-29 years,2005,0.0393298060826193,0.0533826637355194,0.0288070715085892
Croatia,Female,25-29 years,2005,0.0257103237494402,0.0366751639267616,0.0167163332498098
Croatia,Male,30-34 years,2005,0.0432244374645924,0.0593090524065076,0.0307178247758235
Croatia,Female,30-34 years,2005,0.0287239025167458,0.0412111915932077,0.0172555883118894
Croatia,Male,35-39 years,2005,0.0429018386397971,0.0567649807229713,0.0321853412141215
Croatia,Female,35-39 years,2005,0.0290482301099063,0.0389257632076175,0.0194683615511989
Croatia,Male,40-44 years,2005,0.0417104718836007,0.0549824869683872,0.0312108875303671
Croatia,Female,40-44 years,2005,0.0286710724423873,0.0405255232244813,0.0196238606051559
Finland,Male,15-19 years,2006,0.0251486153849721,0.035308391299098,0.0172810982156444
Finland,Female,15-19 years,2006,0.0118701964047412,0.0182213214842267,0.0071164565416448
Finland,Male,20-24 years,2006,0.0680029269707498,0.0927337950420099,0.0477166705541885
Finland,Female,20-24 years,2006,0.0272654995348912,0.0419089950799975,0.0158437200870742
Finland,Male,25-29 years,2006,0.0708801503603683,0.0884301162182287,0.0565810695395161
Finland,Female,25-29 years,2006,0.0265437138599053,0.0358807977270097,0.0194629452957056
Finland,Male,30-34 years,2006,0.0640505529577782,0.0770556653833039,0.052139769432922
Finland,Female,30-34 years,2006,0.0229717912324186,0.0309820581548966,0.0162845391829129
Finland,Male,35-39 years,2006,0.0589231249459673,0.0671046180535556,0.050297991289739
Finland,Female,35-39 years,2006,0.0226821157044292,0.0277363365930837,0.0181961876186189
Finland,Male,40-44 years,2006,0.0559807207649315,0.0638629972174238,0.0494667524651297
Finland,Female,40-44 years,2006,0.0224384347024479,0.0269873865782137,0.0182377978044569
Finland,Male,15-19 years,2005,0.0256782094274646,0.0360251119311322,0.0172102208127487
Finland,Female,15-19 years,2005,0.0119813703070799,0.0183045490638987,0.0072306066744962
Finland,Male,20-24 years,2005,0.0695672461999173,0.0954357458180769,0.048316011173154
Finland,Female,20-24 years,2005,0.027492134717543,0.0419970707189568,0.0160234616753574
Finland,Male,25-29 years,2005,0.0718640335852207,0.0883580307370181,0.0567027946977273
Finland,Female,25-29 years,2005,0.0264860938090831,0.0363629919559914,0.0190694342093967
Finland,Male,30-34 years,2005,0.0646944876370951,0.0785805146592338,0.0514675599300856
Finland,Female,30-34 years,2005,0.0227836002007558,0.0310945209407915,0.0160289576827194
Finland,Male,35-39 years,2005,0.0599300139475105,0.068890681601313,0.0510944721716555
Finland,Female,35-39 years,2005,0.0225041109528711,0.0277703016274889,0.0180361164525124
Finland,Male,40-44 years,2005,0.0569395501483486,0.0641816625467744,0.0504101388590572
Finland,Female,40-44 years,2005,0.0222463962248824,0.0272124709550646,0.0181648610912516
Ukraine,Male,15-19 years,2005,0.0145735919337941,0.0197938548676852,0.0105951886473112
Ukraine,Female,15-19 years,2005,0.0074552434450288,0.0102396050148991,0.00524350402334
Ukraine,Male,20-24 years,2005,0.0415072737809471,0.0567435502742344,0.0301350906313941
Ukraine,Female,20-24 years,2005,0.0210617534719896,0.0289627137237454,0.0151509964192574
Ukraine,Male,25-29 years,2005,0.0522715835906967,0.0676201106751605,0.0385840351668851
Ukraine,Female,25-29 years,2005,0.0281016911133951,0.0362486574335419,0.0212586178854038
Ukraine,Male,30-34 years,2005,0.0578967763251147,0.076560916246337,0.0408083997301429
Ukraine,Female,30-34 years,2005,0.0314083417734667,0.0417730844142354,0.0222565908437246
Ukraine,Male,35-39 years,2005,0.0658933817184513,0.0868198466200544,0.0488556339468735
Ukraine,Female,35-39 years,2005,0.0332052584875232,0.0431859197011308,0.0247567779304834
Ukraine,Male,40-44 years,2005,0.0803978855623223,0.107991999412747,0.0589158505224966
Ukraine,Female,40-44 years,2005,0.0339363685013384,0.0456586911951462,0.024361034347665
Albania,Male,15-19 years,2006,0.009216687962773,0.0144395789836142,0.0051213983163842
Albania,Female,15-19 years,2006,0.0063300142133507,0.0103896276224957,0.0032985471749649
Albania,Male,20-24 years,2006,0.0251398281884688,0.0391879623561143,0.0146668435383214
Albania,Female,20-24 years,2006,0.0182698642802278,0.0291233084687364,0.0104988613170513
Albania,Male,25-29 years,2006,0.0309609852697401,0.0426995522166572,0.0211215022417354
Albania,Female,25-29 years,2006,0.0246323601094439,0.0356696388055483,0.0158207847310915
Albania,Male,30-34 years,2006,0.0312283575765258,0.0449690490204044,0.0196637360993495
Albania,Female,30-34 years,2006,0.0266473465038168,0.0411125567673065,0.0154988440531665
Albania,Male,35-39 years,2006,0.0264386945261328,0.0366935034273996,0.0181263471832733
Albania,Female,35-39 years,2006,0.0250046846185098,0.0358012744104124,0.015684212703161
Albania,Male,40-44 years,2006,0.021676075554805,0.0310533634144897,0.0142202578008855
Albania,Female,40-44 years,2006,0.0227252505575888,0.0341325689102902,0.0143362258241229
Serbia,Male,15-19 years,2005,0.0091170430833053,0.0144065652897443,0.0051268663444007
Serbia,Female,15-19 years,2005,0.0062927838034186,0.0103393137149732,0.003289386084204
Serbia,Male,20-24 years,2005,0.0263177067923162,0.0402149599490398,0.0162651269373404
Serbia,Female,20-24 years,2005,0.0181392010560389,0.0290651713756249,0.0105546457619484
