location,sex,age,year,percent_of_prevalence,upper,lower
Israel,Female,35-39 years,2022,0.008768714366767,0.0128993175673877,0.0053844566860827
Israel,Male,40-44 years,2022,0.0144500517114664,0.0199076860234853,0.0102690023962482
Israel,Female,40-44 years,2022,0.0073401738667584,0.0112581190295192,0.0044215614712997
Latvia,Male,15-19 years,2021,0.0105520380033475,0.0148073575135816,0.0070791011598774
Latvia,Female,15-19 years,2021,0.005344259400896,0.0082478550080642,0.0031519250356252
Latvia,Male,20-24 years,2021,0.0230839425279211,0.0313664723937031,0.0162427447717235
Latvia,Female,20-24 years,2021,0.0129338179033838,0.0198789336381796,0.0083055176477802
Latvia,Male,25-29 years,2021,0.0288121007025541,0.0376028654080571,0.0215046922280396
Latvia,Female,25-29 years,2021,0.0157986729767735,0.0211246405278191,0.0115450170473922
Latvia,Male,30-34 years,2021,0.0335637561769123,0.0436451840150984,0.0264393291322935
Latvia,Female,30-34 years,2021,0.0165679549124385,0.0226797228214748,0.0117888319213835
Latvia,Male,35-39 years,2021,0.0407644794240035,0.0547564841218362,0.0332179140707212
Latvia,Female,35-39 years,2021,0.0160185963617117,0.0210384391481863,0.0120728076183339
Latvia,Male,40-44 years,2021,0.0528115555887949,0.0707145874414345,0.0437179803192921
Latvia,Female,40-44 years,2021,0.0162054607367871,0.0213482661898885,0.0116986873463247
Ukraine,Male,15-19 years,2018,0.0073025687430903,0.0100833231300898,0.0050702985204542
Ukraine,Female,15-19 years,2018,0.0041498763157852,0.005796232880361,0.0028110568121011
Ukraine,Male,20-24 years,2018,0.019597336781615,0.0266077888505981,0.0145809428880835
Ukraine,Female,20-24 years,2018,0.0107096018430126,0.0143610452482643,0.0076787527707364
Ukraine,Male,25-29 years,2018,0.0323175293381438,0.0420807143258372,0.0238438805303005
Ukraine,Female,25-29 years,2018,0.0146883646249692,0.018891020283185,0.0108269261774464
Ukraine,Male,30-34 years,2018,0.0415536904312068,0.0537951764346813,0.0300784531109007
Ukraine,Female,30-34 years,2018,0.0177161033139106,0.0229019753336292,0.0124578139281044
Ukraine,Male,35-39 years,2018,0.047632600069715,0.0623206744453686,0.0355997657901107
Ukraine,Female,35-39 years,2018,0.0219308934113699,0.0280768264473131,0.0168117016932819
Ukraine,Male,40-44 years,2018,0.0592482401019304,0.0764043264127119,0.0445306704659436
Ukraine,Female,40-44 years,2018,0.0250669563853583,0.0338237927467817,0.0180254285837718
Israel,Male,15-19 years,2023,0.0095985993699336,0.0151432414498645,0.0055548031837861
Israel,Female,15-19 years,2023,0.0062171415536649,0.0100786989455209,0.0032900429058425
Israel,Male,20-24 years,2023,0.0228026161107786,0.0361772548885375,0.0130949580833376
Israel,Female,20-24 years,2023,0.0134397032791686,0.0220574670033832,0.0072843100649789
Israel,Male,25-29 years,2023,0.0229955100493018,0.0323550142270487,0.015475965609208
Israel,Female,25-29 years,2023,0.0128573089072896,0.0188064985952226,0.0078877381126629
Israel,Male,30-34 years,2023,0.0203943165280615,0.029650944141414,0.0128118562674978
Israel,Female,30-34 years,2023,0.0108562888125541,0.0173285171723101,0.0061408275832481
Israel,Male,35-39 years,2023,0.0171041295488556,0.023261234994497,0.0117863846132006
Israel,Female,35-39 years,2023,0.0092783263779271,0.013784196897968,0.0056049256896916
Israel,Male,40-44 years,2023,0.0143195178347409,0.0199707872907878,0.0097191150867352
Israel,Female,40-44 years,2023,0.0078227072379604,0.0123620157140031,0.0046006457984194
Serbia,Male,15-19 years,2023,0.00935982763967,0.0147752277141926,0.0056690145747397
Serbia,Female,15-19 years,2023,0.0063711508561231,0.0103351570222945,0.0034946233069586
Serbia,Male,20-24 years,2023,0.0260220665981002,0.039313538844496,0.0166823338745326
Serbia,Female,20-24 years,2023,0.0182589578277458,0.0287692517730837,0.0106359262333754
Serbia,Male,25-29 years,2023,0.0344916090219869,0.047363022358689,0.0244940280619172
Serbia,Female,25-29 years,2023,0.0247918893863801,0.0350606232472979,0.0162831213548359
Serbia,Male,30-34 years,2023,0.0369702182829127,0.0504009815804542,0.0252240515058409
Serbia,Female,30-34 years,2023,0.0270064400545269,0.0400035100817554,0.015912830339724
Serbia,Male,35-39 years,2023,0.0336904296642022,0.0437770352934769,0.0246096995647817
Serbia,Female,35-39 years,2023,0.0255430533895454,0.0352176326728999,0.016844554793785
Serbia,Male,40-44 years,2023,0.0318295025691648,0.0422418337358839,0.0232538673158234
Serbia,Female,40-44 years,2023,0.0235563760853846,0.0350206243910346,0.0155632923128134
Andorra,Male,15-19 years,2023,0.0217284643583413,0.0345261316758451,0.0125798042613259
Andorra,Female,15-19 years,2023,0.0097469016984569,0.0150890309143625,0.0055538908683319
Andorra,Male,20-24 years,2023,0.0560382681708404,0.0879906604650621,0.0333425113273482
Andorra,Female,20-24 years,2023,0.0215993161252392,0.0344053446467599,0.0126162105454599
Andorra,Male,25-29 years,2023,0.0559055175492003,0.0787285217182239,0.0378524228425058
Andorra,Female,25-29 years,2023,0.0196260910149673,0.0284830998625293,0.0126854964263872
Andorra,Male,30-34 years,2023,0.0482765961718963,0.0720219032086053,0.028956867604807
Andorra,Female,30-34 years,2023,0.0155831245251059,0.0241804068161253,0.0091696356123146
Andorra,Male,35-39 years,2023,0.0404403370295617,0.0554879943091737,0.0267247550086976
Andorra,Female,35-39 years,2023,0.0132261844535325,0.0194116323278089,0.0081754614208334
Andorra,Male,40-44 years,2023,0.0337949238332685,0.0483759600288594,0.0223539668838084
Andorra,Female,40-44 years,2023,0.0111750389202681,0.0170155716737531,0.0066646695616699
United Kingdom,Male,15-19 years,2017,0.0252139075166169,0.0352966929525547,0.0173067973229965
United Kingdom,Female,15-19 years,2017,0.0092246586237173,0.0129073056809051,0.0062204252703117
United Kingdom,Male,20-24 years,2017,0.0760862182833087,0.1031877064346264,0.0554154627796245
United Kingdom,Female,20-24 years,2017,0.0234539076542433,0.0327837427759143,0.016182533931695
United Kingdom,Male,25-29 years,2017,0.0910570656662732,0.1158872147109464,0.0707288283141414
United Kingdom,Female,25-29 years,2017,0.0238678497248878,0.0311350123918063,0.0182313361993336
United Kingdom,Male,30-34 years,2017,0.0926588096226272,0.118818430213115,0.0665635314287456
United Kingdom,Female,30-34 years,2017,0.0213312018161069,0.0282832624750254,0.0150228281951012
United Kingdom,Male,35-39 years,2017,0.0930744195573904,0.1159173377071695,0.0729503056419299
United Kingdom,Female,35-39 years,2017,0.0200159855508953,0.0251322421385539,0.0153637804513714
United Kingdom,Male,40-44 years,2017,0.0905692260463433,0.1162157613484305,0.0697565063753878
United Kingdom,Female,40-44 years,2017,0.0184996805084836,0.0244215082345126,0.0139471083150505
San Marino,Male,15-19 years,2018,0.0217185119524556,0.0343840042236788,0.0124913779986351
San Marino,Female,15-19 years,2018,0.0096943967140788,0.0153922410410939,0.0055516117210182
San Marino,Male,20-24 years,2018,0.0564526037639861,0.0902308447467675,0.0328780493123708
San Marino,Female,20-24 years,2018,0.0213084961169456,0.0349637360770335,0.0119603782014756
San Marino,Male,25-29 years,2018,0.0572990208476806,0.0788535875568069,0.0387027488171314
San Marino,Female,25-29 years,2018,0.0194980122695467,0.0282710123939055,0.0126404758738823
San Marino,Male,30-34 years,2018,0.0496813147960557,0.0752666631722322,0.0295154282147418
San Marino,Female,30-34 years,2018,0.0156814228284726,0.0246613438002424,0.0091270020398022
San Marino,Male,35-39 years,2018,0.0400207083974982,0.0564228040937093,0.0253207833322604
San Marino,Female,35-39 years,2018,0.0135151447159545,0.0192391581423906,0.0082899065472183
San Marino,Male,40-44 years,2018,0.0316728325541217,0.0464762673070256,0.0204169600674402
San Marino,Female,40-44 years,2018,0.0116384339315051,0.0176241862765736,0.0068945796662646
France,Male,15-19 years,2017,0.0223338421869572,0.0332547894189095,0.0139483590873428
France,Female,15-19 years,2017,0.0105780217984377,0.0163912902590904,0.0062555792365864
France,Male,20-24 years,2017,0.0578492700464098,0.087022843180541,0.0375367823302024
France,Female,20-24 years,2017,0.0235984224106907,0.0372369489709703,0.0134251934660447
France,Male,25-29 years,2017,0.0628537954049694,0.0824236932236131,0.0465043104933369
France,Female,25-29 years,2017,0.0224041626450635,0.0310678679873876,0.0152124121223598
France,Male,30-34 years,2017,0.0603196504263609,0.0797352493797934,0.0415641150931797
France,Female,30-34 years,2017,0.018833592578211,0.0276247930630913,0.011558770332834
France,Male,35-39 years,2017,0.0586825733626865,0.0725508406911932,0.043707544372741
France,Female,35-39 years,2017,0.017192245226995,0.0232672695076815,0.0113746959935388
France,Male,40-44 years,2017,0.0571054950100755,0.0712039177562967,0.0428362231806493
France,Female,40-44 years,2017,0.0159090219838776,0.0224431029417121,0.0106683200806138
Denmark,Male,15-19 years,2018,0.0229289090900432,0.034424026511901,0.0137682330594957
Denmark,Female,15-19 years,2018,0.0100502285513937,0.0155781587563554,0.0058451402646174
Denmark,Male,20-24 years,2018,0.063943483557937,0.0918056367803026,0.0409198484739573
Denmark,Female,20-24 years,2018,0.0236214376505746,0.0368920615774826,0.0135781786075506
Denmark,Male,25-29 years,2018,0.0784953712372071,0.1012474529062063,0.0621557454863985
Denmark,Female,25-29 years,2018,0.0254227732743656,0.0349543748178098,0.0171573740958488
Denmark,Male,30-34 years,2018,0.0793126728153847,0.1034602975767584,0.0582631838552887
Denmark,Female,30-34 years,2018,0.0237393090606048,0.0333011227603468,0.0152847900468372
Denmark,Male,35-39 years,2018,0.0712389517142485,0.0873438627344479,0.0568905026223326
Denmark,Female,35-39 years,2018,0.0217840809284721,0.0287557361322395,0.0157586038054924
Denmark,Male,40-44 years,2018,0.0654659460401898,0.0781808977991615,0.0534804173955933
Denmark,Female,40-44 years,2018,0.0198438976615775,0.0264302086883553,0.0142486392676349
Greece,Male,15-19 years,2018,0.0211329237562917,0.0332556669381395,0.0122861662386639
Greece,Female,15-19 years,2018,0.0095697375507789,0.0148692931530539,0.005462032442087
Greece,Male,20-24 years,2018,0.0546829778369606,0.087140058054773,0.0323965980894665
Greece,Female,20-24 years,2018,0.0212091269094714,0.0341899689874915,0.0117137807870757
Greece,Male,25-29 years,2018,0.0546330157031912,0.0768259981266246,0.0370094344699863
Greece,Female,25-29 years,2018,0.0192828444865973,0.0282276134768427,0.0123743621579411
Greece,Male,30-34 years,2018,0.0467736175555816,0.0710265227929327,0.0276680842690914
Greece,Female,30-34 years,2018,0.0153237196011044,0.0241159254496687,0.0089625040064883
Greece,Male,35-39 years,2018,0.0381034607609502,0.0533534520923651,0.0247418670282543
Greece,Female,35-39 years,2018,0.0130264734155533,0.0189579148919041,0.0080416910645095
Greece,Male,40-44 years,2018,0.0308386166199883,0.0450223052589668,0.0199972243978408
Greece,Female,40-44 years,2018,0.0110279273307345,0.0164373065230192,0.0066813402968339
Republic of Moldova,Male,15-19 years,2019,0.0104495028989918,0.0148327374961331,0.0067588924137191
Republic of Moldova,Female,15-19 years,2019,0.0052809108101221,0.0082320083801042,0.0032263375887592
Republic of Moldova,Male,20-24 years,2019,0.0222771669327708,0.0309110347732657,0.0155581886218737
Republic of Moldova,Female,20-24 years,2019,0.0126883736281644,0.0197332876720384,0.0080302575917507
Republic of Moldova,Male,25-29 years,2019,0.0258875598792934,0.0352932510921312,0.0192850153722631
Republic of Moldova,Female,25-29 years,2019,0.0151055989361597,0.0203240933904679,0.010510750149368
Republic of Moldova,Male,30-34 years,2019,0.0290403280426554,0.03862008661897,0.0221969099350259
Republic of Moldova,Female,30-34 years,2019,0.0160945374657287,0.0218706698749345,0.0107773142984301
Republic of Moldova,Male,35-39 years,2019,0.0350162457211537,0.0445733015352587,0.0277458369552914
Republic of Moldova,Female,35-39 years,2019,0.017111877716474,0.0224866624334163,0.0127422064899146
Republic of Moldova,Male,40-44 years,2019,0.0455478995201464,0.054755636912607,0.0373719623517121
Republic of Moldova,Female,40-44 years,2019,0.0177162559065944,0.0240550276082962,0.0130728529967536
Poland,Male,15-19 years,2017,0.0089520174855764,0.0125967260934091,0.0061516113690967
Poland,Female,15-19 years,2017,0.0054352185363465,0.0078501916947607,0.0034825795217072
Poland,Male,20-24 years,2017,0.0315214856448629,0.0416522734420513,0.0230888208600417
Poland,Female,20-24 years,2017,0.0181729037342804,0.0246720752301633,0.0127359650330626
Poland,Male,25-29 years,2017,0.0548339530360211,0.0714473098353925,0.040500771510801
Poland,Female,25-29 years,2017,0.0306492242326887,0.0401621630404189,0.0228529796541533
Poland,Male,30-34 years,2017,0.0677007549040009,0.0872436718280824,0.0492434257886177
Poland,Female,30-34 years,2017,0.0378254135163407,0.0491098020305655,0.0269960553523882
Poland,Male,35-39 years,2017,0.0700604593391085,0.0884004468498696,0.0549173609960427
Poland,Female,35-39 years,2017,0.0398064898371172,0.0504828910076158,0.0307840597812148
Poland,Male,40-44 years,2017,0.0696344719193743,0.0927050897104768,0.0519166093498628
Poland,Female,40-44 years,2017,0.0400790438959983,0.053420461445869,0.0297785982683384
Germany,Male,15-19 years,2017,0.0189499205579825,0.0290729398851379,0.0117330279194642
Germany,Female,15-19 years,2017,0.0099260025211886,0.0153601046105839,0.0055011914789186
Germany,Male,20-24 years,2017,0.0481738414087626,0.0709003674384661,0.0308216909474558
Germany,Female,20-24 years,2017,0.022009065666299,0.0352565360677737,0.0125800375095625
Germany,Male,25-29 years,2017,0.052541857294186,0.0688706792890867,0.03855955782716
Germany,Female,25-29 years,2017,0.0208347681517196,0.0295767078766709,0.0143728084119658
Germany,Male,30-34 years,2017,0.0511464887489437,0.0671712111849558,0.0360958028563373
Germany,Female,30-34 years,2017,0.0175557034617011,0.0260481841015629,0.0110303329410305
Germany,Male,35-39 years,2017,0.0495725382067413,0.0592675051847455,0.039329811458576
Germany,Female,35-39 years,2017,0.0158021846655262,0.0214571982017034,0.0110695081134167
Germany,Male,40-44 years,2017,0.048460746022718,0.058855224294659,0.0400943743249311
Germany,Female,40-44 years,2017,0.0143799402990338,0.0197031352493632,0.0098149477517362
Croatia,Male,15-19 years,2019,0.0101848702044826,0.0153988165312516,0.0061754097039365
Croatia,Female,15-19 years,2019,0.0066096369993065,0.0106125767395537,0.0037650214359313
Croatia,Male,20-24 years,2019,0.0293707938549063,0.043673489452502,0.0190221137361136
Croatia,Female,20-24 years,2019,0.0191943185666854,0.0295693280227526,0.0114830950467817
Croatia,Male,25-29 years,2019,0.0392799071274358,0.0539323950646246,0.0286941770324192
Croatia,Female,25-29 years,2019,0.0269002219891056,0.0380465270923137,0.0183358894693566
Croatia,Male,30-34 years,2019,0.0422734866361526,0.0574299489747675,0.0309035764092674
Croatia,Female,30-34 years,2019,0.0307115788990102,0.0441534874678369,0.0196761877319336
Croatia,Male,35-39 years,2019,0.0397639540201294,0.0501111120837473,0.0314442899663507
Croatia,Female,35-39 years,2019,0.0323619296042589,0.0431207335186744,0.0232786248872913
Croatia,Male,40-44 years,2019,0.0369865432100486,0.0467440534927196,0.029533608128771
Croatia,Female,40-44 years,2019,0.0325114655782788,0.0445227649129018,0.0231680989563072
Croatia,Male,15-19 years,2014,0.010062746308453,0.0155819847345488,0.0060750605962746
Croatia,Female,15-19 years,2014,0.0065712684195466,0.0106345689721207,0.0035547987361056
Croatia,Male,20-24 years,2014,0.029591156701209,0.0448169822240731,0.019501546247218
Croatia,Female,20-24 years,2014,0.0192172003462045,0.0301687524686734,0.0112112646874525
Croatia,Male,25-29 years,2014,0.0417425904340654,0.0554842789554439,0.0301767999234663
Croatia,Female,25-29 years,2014,0.026953819542078,0.0377481942422413,0.0174272836507547
Croatia,Male,30-34 years,2014,0.0463693684282897,0.060780656232041,0.0329420235858819
Croatia,Female,30-34 years,2014,0.0304375312656547,0.0444092613984184,0.0184858693491688
Croatia,Male,35-39 years,2014,0.0439111546266801,0.055544299443582,0.0334892294615007
Croatia,Female,35-39 years,2014,0.0307668039377755,0.0415934055336514,0.0212028839215048
Croatia,Male,40-44 years,2014,0.0412538968199994,0.0534168431784803,0.0319276011580803
Croatia,Female,40-44 years,2014,0.0301134301368832,0.0417950998166912,0.0208829042328449
Russian Federation,Male,15-19 years,2018,0.0096303129432272,0.0133991331231542,0.0067787177959751
Russian Federation,Female,15-19 years,2018,0.0049519205819351,0.0069642173050761,0.0033997328826798
Russian Federation,Male,20-24 years,2018,0.0265311159296136,0.0353262218261636,0.0198107456248548
Russian Federation,Female,20-24 years,2018,0.0138573818740894,0.0183563531222785,0.0101440218463366
Russian Federation,Male,25-29 years,2018,0.0454558699658006,0.058670094051475,0.034232662597634
Russian Federation,Female,25-29 years,2018,0.0216635108050168,0.027983051812402,0.0162646224999265
Russian Federation,Male,30-34 years,2018,0.0592042397852167,0.0762831700509641,0.0434455144313274
Russian Federation,Female,30-34 years,2018,0.0272347598325459,0.0353687118597515,0.0197252587132257
Russian Federation,Male,35-39 years,2018,0.0671379899714126,0.0879189586581617,0.0513389140879635
Russian Federation,Female,35-39 years,2018,0.0317359301705808,0.0405172305990211,0.0248738630618351
Russian Federation,Male,40-44 years,2018,0.076522584399675,0.1001705170925093,0.0572408865799698
Russian Federation,Female,40-44 years,2018,0.034600339581736,0.0459329718277027,0.0258645405797728
Cyprus,Male,15-19 years,2018,0.0212833976282765,0.0332232081990605,0.0121207096711358
Cyprus,Female,15-19 years,2018,0.009537946009035,0.0150180447122221,0.0054620357393084
Cyprus,Male,20-24 years,2018,0.0546742660229296,0.0885064706405213,0.0322787920672375
Cyprus,Female,20-24 years,2018,0.0211153484911874,0.0355121047943105,0.0117826395001285
Cyprus,Male,25-29 years,2018,0.0542522685313591,0.0765646300955767,0.0384583743270124
Cyprus,Female,25-29 years,2018,0.01925643648384,0.0280819653138673,0.0126350890569971
Cyprus,Male,30-34 years,2018,0.0465582067762939,0.0672823352552917,0.0285571039137467
Cyprus,Female,30-34 years,2018,0.0153108243492231,0.0233987538737548,0.0090446536635184
Cyprus,Male,35-39 years,2018,0.039148350025086,0.0535690722298554,0.0261227979342445
Cyprus,Female,35-39 years,2018,0.0129346612915792,0.0187728786590565,0.0078372307850024
Cyprus,Male,40-44 years,2018,0.0329849453023096,0.0471588500167226,0.0220080559368068
Cyprus,Female,40-44 years,2018,0.0108204359738018,0.0167283137736038,0.0067338049198409
Bulgaria,Male,15-19 years,2020,0.0089331220986993,0.0140876447643016,0.0054629772051431
Bulgaria,Female,15-19 years,2020,0.0063571219991792,0.0102421288104946,0.003375528293526
Bulgaria,Male,20-24 years,2020,0.0245975266702409,0.0379068053253394,0.0159708241486234
Bulgaria,Female,20-24 years,2020,0.0182359051682973,0.0283869182034618,0.0104613118818627
Bulgaria,Male,25-29 years,2020,0.0325048836878146,0.0433782311093517,0.0229088959359438
Bulgaria,Female,25-29 years,2020,0.0247255482003891,0.0351358035108392,0.0159384470594428
Bulgaria,Male,30-34 years,2020,0.0341618635663578,0.045818342210659,0.023420967691285
Bulgaria,Female,30-34 years,2020,0.0270828211777629,0.0395555130838939,0.0159659842167962
Bulgaria,Male,35-39 years,2020,0.0292256786213483,0.0384523532650388,0.0214313402510221
Bulgaria,Female,35-39 years,2020,0.0261830288089053,0.0367496860553976,0.0172879716560533
Bulgaria,Male,40-44 years,2020,0.0250022516260303,0.0336046214647479,0.0181499584359892
Bulgaria,Female,40-44 years,2020,0.0245364466613235,0.0367006495968665,0.0162129639144807
Spain,Male,15-19 years,2018,0.0196893275683807,0.0308608796616113,0.0109868537940939
Spain,Female,15-19 years,2018,0.0081256401313345,0.0125697774368132,0.0045032456678337
Spain,Male,20-24 years,2018,0.0507973990557613,0.0795517121749765,0.0288587794738274
Spain,Female,20-24 years,2018,0.0173564544640056,0.0271344014387294,0.0096827212677856
Spain,Male,25-29 years,2018,0.0507290631447813,0.0704762434917658,0.0350465084576695
Spain,Female,25-29 years,2018,0.0156702106065911,0.0223762785404527,0.0102865785284047
Spain,Male,30-34 years,2018,0.0438999899336681,0.0640528122667582,0.026051641533839
Spain,Female,30-34 years,2018,0.0124453695991089,0.019258132631227,0.0073753223108544
Spain,Male,35-39 years,2018,0.0366701929984021,0.0507063127675156,0.0244076373204151
Spain,Female,35-39 years,2018,0.0105814423631421,0.0155062616120739,0.0066728691373333
Spain,Male,40-44 years,2018,0.0308135829228734,0.0444188417556429,0.0203769926871795
Spain,Female,40-44 years,2018,0.0089729125489049,0.0132565132999162,0.0053764351378468
Luxembourg,Male,15-19 years,2022,0.0212520641323412,0.0324752796010783,0.0127622219499885
Luxembourg,Female,15-19 years,2022,0.0100903624122294,0.0160721721863676,0.0058164294489842
Luxembourg,Male,20-24 years,2022,0.0555773390494803,0.0861243955774526,0.0347661391828845
Luxembourg,Female,20-24 years,2022,0.0229172020634014,0.0369949992482163,0.0129659869118979
Luxembourg,Male,25-29 years,2022,0.0594561827515968,0.0809116606242106,0.0411423038674978
Luxembourg,Female,25-29 years,2022,0.0218227355244436,0.0309534977132485,0.0138953817158739
Luxembourg,Male,30-34 years,2022,0.0558428077292249,0.0792738709365022,0.0357699003539448
Luxembourg,Female,30-34 years,2022,0.018796693084231,0.0277381154394545,0.0116269783771522
Luxembourg,Male,35-39 years,2022,0.0528224578797339,0.0698358593217818,0.0368549767926231
Luxembourg,Female,35-39 years,2022,0.0188730498935007,0.0256103646047853,0.0129595814193911
Luxembourg,Male,40-44 years,2022,0.0502419358908173,0.0677829480139853,0.0361091621709802
Luxembourg,Female,40-44 years,2022,0.0187240933243848,0.026086263479954,0.0127513275047878
Slovenia,Male,15-19 years,2023,0.0103064267368616,0.0156854291246532,0.0058861428573773
Slovenia,Female,15-19 years,2023,0.0064941800785559,0.0104756276276791,0.0036464655986784
Slovenia,Male,20-24 years,2023,0.0323128910897957,0.0461794356631857,0.0213061111599137
Slovenia,Female,20-24 years,2023,0.0194759530928338,0.0299778506195646,0.0115898280621788
Slovenia,Male,25-29 years,2023,0.048397046889405,0.0624195365130167,0.0371734880234156
Slovenia,Female,25-29 years,2023,0.028708428275739,0.040343116332416,0.0191647052414515
Slovenia,Male,30-34 years,2023,0.054997820976719,0.0741688182168881,0.0410362714467633
Slovenia,Female,30-34 years,2023,0.0333937070136115,0.0483737319930668,0.0215264538030483
Slovenia,Male,35-39 years,2023,0.0519454552694929,0.0659825363102458,0.0416149524913642
Slovenia,Female,35-39 years,2023,0.0343256274533038,0.045940553853254,0.0246980071331417
Slovenia,Male,40-44 years,2023,0.0478293389580532,0.0602755315449108,0.0358856439268537
Slovenia,Female,40-44 years,2023,0.0347686639902948,0.0470536299723499,0.0243923002845876
Luxembourg,Male,15-19 years,2023,0.0219578633391077,0.0340001139129167,0.0128324136880825
Luxembourg,Female,15-19 years,2023,0.0102067783111892,0.015888829320182,0.0059290039968329
Luxembourg,Male,20-24 years,2023,0.0576176596975743,0.0881132959345028,0.0350150260473106
Luxembourg,Female,20-24 years,2023,0.0232237572752077,0.0359757959053374,0.0132484134110706
Luxembourg,Male,25-29 years,2023,0.0610048562707881,0.0846246243825263,0.0421799738393765
Luxembourg,Female,25-29 years,2023,0.0218410197894338,0.0311354526936971,0.0143678727804289
Luxembourg,Male,30-34 years,2023,0.0559325250057929,0.0807008859467343,0.0349097963559683
Luxembourg,Female,30-34 years,2023,0.0184292793313158,0.0269978426675419,0.0111268696667979
Luxembourg,Male,35-39 years,2023,0.0491962895896845,0.0657300927043456,0.0342862094118293
Luxembourg,Female,35-39 years,2023,0.0179789083134126,0.0247476136371857,0.0122522791376878
Luxembourg,Male,40-44 years,2023,0.043954660235665,0.0617874564135913,0.0325837968204663
Luxembourg,Female,40-44 years,2023,0.0175297901767193,0.0236873053472783,0.0122352357460185
Iceland,Male,15-19 years,2023,0.0219135611200071,0.0339387086061088,0.0125204566441269
Iceland,Female,15-19 years,2023,0.0096570423275617,0.0152721124487512,0.0056186434418729
Iceland,Male,20-24 years,2023,0.0582963198465191,0.0917532154922784,0.0357373866124436
Iceland,Female,20-24 years,2023,0.0220101348868914,0.035524944487511,0.0125950226841743
Iceland,Male,25-29 years,2023,0.0623532984918024,0.086653443437879,0.0418263876635528
Iceland,Female,25-29 years,2023,0.0214294567051667,0.030706188013427,0.014146610788402
Iceland,Male,30-34 years,2023,0.0599627677131135,0.0856303759918974,0.0368385446297037
Iceland,Female,30-34 years,2023,0.0185942832938298,0.0270283356817715,0.0110849674220598
Iceland,Male,35-39 years,2023,0.0614829242312687,0.0819655385518068,0.0431418802222417
Iceland,Female,35-39 years,2023,0.0176044703990998,0.0236007530196823,0.0118579581444441
Iceland,Male,40-44 years,2023,0.0601537288351792,0.0827083347998654,0.04234300835622
Iceland,Female,40-44 years,2023,0.016247746700745,0.0229989713909284,0.0107755226783407
Netherlands,Male,15-19 years,2022,0.0168082507817745,0.0261416321369914,0.0098748848267087
Netherlands,Female,15-19 years,2022,0.006175883077549,0.0095355273993839,0.0035261132530258
Netherlands,Male,20-24 years,2022,0.0442182225303742,0.0679891399121254,0.0267421240608331
Netherlands,Female,20-24 years,2022,0.0131370186083171,0.0210239355325714,0.0074877651531307
Netherlands,Male,25-29 years,2022,0.0484698572422164,0.0666447123072584,0.0327946593784841
Netherlands,Female,25-29 years,2022,0.0124598958878103,0.0178557525471675,0.0078484504757467
Netherlands,Male,30-34 years,2022,0.0470469134350465,0.0699432618844772,0.030586191577615
Netherlands,Female,30-34 years,2022,0.0105577461916514,0.0161421261864066,0.0061818042142596
Netherlands,Male,35-39 years,2022,0.046380654980027,0.0619578402388711,0.0340965665440488
Netherlands,Female,35-39 years,2022,0.0093724165010486,0.0132212084962775,0.0062810344239496
Netherlands,Male,40-44 years,2022,0.0450500364976375,0.0613642775326632,0.0323454331852494
Netherlands,Female,40-44 years,2022,0.0083210366571826,0.011696469505777,0.0056414784671953
North Macedonia,Male,15-19 years,2018,0.0090451565934125,0.0143161352158309,0.0052726985370077
North Macedonia,Female,15-19 years,2018,0.0063146094939504,0.0106285095773089,0.0032518211075252
North Macedonia,Male,20-24 years,2018,0.0244741971320498,0.0372994499405951,0.0149331341182714
North Macedonia,Female,20-24 years,2018,0.0182056268886588,0.0289775047154023,0.0104440996679704
North Macedonia,Male,25-29 years,2018,0.0308903846743062,0.042719780254626,0.0213468660606193
North Macedonia,Female,25-29 years,2018,0.0249979782472265,0.0369800985972378,0.015979572903553
North Macedonia,Male,30-34 years,2018,0.0319346933910262,0.0455998605574616,0.0210925989744211
North Macedonia,Female,30-34 years,2018,0.0272620107303656,0.041857272320073,0.0158783990862977
North Macedonia,Male,35-39 years,2018,0.0280539150028304,0.0373259532579599,0.0203366922600531
North Macedonia,Female,35-39 years,2018,0.0254339419295748,0.0363077553901775,0.0159396136589726
North Macedonia,Male,40-44 years,2018,0.0246520232446309,0.0332089005737415,0.0174792040050327
North Macedonia,Female,40-44 years,2018,0.0229557950100163,0.033922559145335,0.0145003281502508
Bosnia and Herzegovina,Male,15-19 years,2020,0.0105746483443723,0.0159802723645235,0.0066087055120131
Bosnia and Herzegovina,Female,15-19 years,2020,0.006380947263715,0.0104921388054984,0.0035226848519773
Bosnia and Herzegovina,Male,20-24 years,2020,0.0301310053529594,0.044580929230746,0.0200454188198706
Bosnia and Herzegovina,Female,20-24 years,2020,0.0184905321496384,0.0291388456054197,0.0109086899691392
Bosnia and Herzegovina,Male,25-29 years,2020,0.0377489405930677,0.0512528489602539,0.0276144438574072
Bosnia and Herzegovina,Female,25-29 years,2020,0.0256539891404617,0.0356073842053456,0.0166690986995086
Bosnia and Herzegovina,Male,30-34 years,2020,0.0392262951334129,0.0552893300792229,0.0270643204284316
Bosnia and Herzegovina,Female,30-34 years,2020,0.0284227133520861,0.0415592856570716,0.0175004259952768
Bosnia and Herzegovina,Male,35-39 years,2020,0.0374827010730673,0.0487869829696397,0.0272766665155665
Bosnia and Herzegovina,Female,35-39 years,2020,0.0274261151001801,0.0375898832078372,0.0185778108087082
Bosnia and Herzegovina,Male,40-44 years,2020,0.03451081201836,0.0453222534437875,0.0246846450009904
