Title,Year,% of Pop. Abstainers,NumericValue,Min,Max
Israel,2010,29.6 [27.4 - 31.8],29.5838722,27.3767112,31.7910333
United Kingdom of Great Britain and Northern Ireland,2008,21.4 [20.3 - 22.5],21.4072534,20.3313533,22.4831535
Tajikistan,2008,84.2 [80.3 - 88.2],84.2486289,80.3406003,88.1566575
Iceland,2020,27.6 [26.0 - 29.2],27.6015769,26.0399841,29.1631698
Georgia,2014,53.4 [49.9 - 57.0],53.4320288,49.8944437,56.9696139
Greece,2019,28.6 [27.1 - 30.1],28.6185089,27.1310426,30.1059752
Kazakhstan,2020,83.7 [79.5 - 87.8],83.6798045,79.5413535,87.8182555
Portugal,2003,13.8 [12.9 - 14.6],13.7549565,12.869044,14.640869
Russian Federation,2010,49.3 [47.1 - 51.4],49.2504364,47.0590761,51.4417967
Belarus,2009,28.5 [26.3 - 30.7],28.5138773,26.2898641,30.7378905
Belgium,2003,22.5 [21.3 - 23.6],22.466449,21.3114418,23.6214562
Netherlands (Kingdom of the),2007,14.5 [13.7 - 15.2],14.4703965,13.700208,15.2405851
Turkmenistan,2019,89.7 [86.2 - 93.1],89.6730558,86.2070289,93.1390827
Lithuania,2017,31.4 [29.4 - 33.4],31.4286424,29.412265,33.4450198
Ukraine,2017,24.4 [22.4 - 26.3],24.3736397,22.4383795,26.3089
Germany,2009,28.8 [27.4 - 30.3],28.8401484,27.3949257,30.2853712
Hungary,2007,18.9 [17.8 - 19.9],18.8657746,17.820234,19.9113152
Spain,2016,14.0 [13.2 - 14.7],13.9506792,13.2243592,14.6769991
Albania,2016,49.6 [47.4 - 51.8],49.618437,47.3908387,51.8460354
Israel,2008,40.7 [38.0 - 43.4],40.6955255,37.9860989,43.4049521
Armenia,2017,58.9 [55.1 - 62.8],58.94317,55.0762185,62.8101215
Czechia,2005,32.6 [30.8 - 34.4],32.638344,30.8375295,34.4391584
Portugal,2010,13.9 [13.1 - 14.7],13.8743753,13.0698277,14.6789228
Croatia,2008,38.9 [37.0 - 40.8],38.8884322,36.983264,40.7936005
Georgia,2008,53.0 [49.3 - 56.7],53.0003002,49.2508573,56.7497432
Italy,2013,16.9 [16.0 - 17.9],16.9320099,16.0046803,17.8593395
Latvia,2005,33.3 [30.9 - 35.6],33.2565095,30.9189305,35.5940886
Italy,2003,23.5 [22.3 - 24.8],23.5495558,22.3332369,24.7658747
Estonia,2004,16.8 [15.6 - 18.0],16.7742199,15.5559339,17.9925059
Malta,2002,28.0 [26.3 - 29.7],28.030211,26.3257353,29.7346867
Kyrgyzstan,2008,86.3 [82.9 - 89.7],86.3007978,82.8933483,89.7082473
Finland,2016,22.0 [20.8 - 23.1],21.9808709,20.8313219,23.1304199
Czechia,2007,17.2 [16.2 - 18.2],17.1835326,16.1502154,18.2168499
Czechia,2001,25.7 [24.2 - 27.2],25.6960491,24.2045336,27.1875647
Armenia,2015,50.1 [46.8 - 53.5],50.1419027,46.8183734,53.465432
Finland,2011,13.7 [12.9 - 14.4],13.6927752,12.9449301,14.4406202
France,2003,21.8 [20.6 - 23.0],21.7988721,20.5623302,23.035414
Turkmenistan,2001,84.9 [81.6 - 88.2],84.8671407,81.570561,88.1637204
Austria,2020,20.6 [19.5 - 21.7],20.5982419,19.4520553,21.7444285
Armenia,2020,60.2 [56.3 - 64.2],60.2356407,56.2805865,64.1906948
Republic of Moldova,2014,30.1 [27.9 - 32.2],30.098728,27.949516,32.24794
Estonia,2004,24.2 [22.5 - 25.8],24.1664647,22.5266294,25.8063
Cyprus,2008,29.7 [27.8 - 31.6],29.7003248,27.7780502,31.6225994
Uzbekistan,2007,76.5 [71.6 - 81.3],76.4600461,71.6399749,81.2801172
Ukraine,2006,32.8 [30.5 - 35.0],32.7510594,30.4530939,35.0490249
North Macedonia,2016,46.1 [42.5 - 49.7],46.0937612,42.4904178,49.6971047
North Macedonia,2000,43.3 [39.9 - 46.6],43.277984,39.9296328,46.6263353
Portugal,2013,14.9 [14.1 - 15.8],14.9101617,14.0538993,15.7664241
Sweden,2016,22.7 [21.5 - 23.9],22.7008804,21.4942561,23.9075048
Finland,2003,14.3 [13.5 - 15.1],14.2924989,13.4762529,15.108745
Kyrgyzstan,2007,71.2 [67.0 - 75.4],71.1893749,66.9699846,75.4087651
Switzerland,2002,26.8 [25.5 - 28.1],26.7962307,25.4726763,28.1197851
Bosnia and Herzegovina,2004,70.5 [66.6 - 74.5],70.5449819,66.5517652,74.5381986
Israel,2015,29.5 [27.2 - 31.7],29.4718071,27.2122269,31.7313873
Germany,2008,28.4 [27.0 - 29.9],28.4250711,26.9917905,29.8583516
Russian Federation,2012,38.4 [36.6 - 40.3],38.4207951,36.5794117,40.2621785
Uzbekistan,2007,89.3 [85.8 - 92.9],89.310588,85.76487,92.8563061
Armenia,2019,49.4 [46.1 - 52.7],49.3982026,46.1364122,52.659993
Lithuania,2006,17.0 [15.8 - 18.2],17.0002941,15.7889159,18.2116723
Greece,2020,20.8 [19.6 - 22.1],20.827002,19.5933436,22.0606603
Türkiye,2002,90.9 [89.2 - 92.6],90.8982982,89.2361532,92.5604433
Georgia,2005,36.7 [34.2 - 39.2],36.6743455,34.1626053,39.1860856
Switzerland,2014,13.4 [12.5 - 14.2],13.3760925,12.5097574,14.2424277
Slovenia,2018,36.7 [34.8 - 38.6],36.719912,34.8238924,38.6159315
Bosnia and Herzegovina,2000,60.6 [56.7 - 64.6],60.6431926,56.6977832,64.5886021
Portugal,2011,28.7 [27.2 - 30.2],28.7172545,27.1847722,30.2497368
Bosnia and Herzegovina,2008,57.3 [53.5 - 61.1],57.2851656,53.4855923,61.0847389
Ireland,2006,22.3 [21.0 - 23.7],22.3452943,21.0250095,23.6655791
Malta,2008,25.6 [24.2 - 27.0],25.6047773,24.1887404,27.0208142
France,2014,22.8 [21.6 - 24.0],22.8076707,21.6430748,23.9722667
Denmark,2005,21.3 [20.2 - 22.3],21.2558598,20.1907884,22.3209311
Switzerland,2001,20.2 [19.1 - 21.2],20.1552632,19.124053,21.1864734
Luxembourg,2011,11.1 [10.0 - 12.1],11.0853023,10.0207594,12.1498452
Republic of Moldova,2019,21.6 [19.9 - 23.4],21.6469072,19.8844155,23.4093989
Iceland,2019,27.0 [25.4 - 28.6],27.0150151,25.3804132,28.649617
Lithuania,2002,25.6 [23.7 - 27.4],25.5605376,23.7261801,27.394895
Cyprus,2000,29.5 [27.7 - 31.3],29.5162684,27.6897863,31.3427505
Kyrgyzstan,2000,86.9 [83.6 - 90.1],86.8722626,83.6431492,90.1013759
Kazakhstan,2007,66.9 [62.6 - 71.2],66.8941186,62.6021434,71.1860937
Georgia,2002,58.2 [54.4 - 62.0],58.2183663,54.4366893,62.0000432
Andorra,2019,20.8 [19.6 - 22.1],20.8497521,19.5721864,22.1273178
Belarus,2015,39.0 [36.4 - 41.6],38.9714584,36.3832244,41.5596923
Croatia,2004,39.1 [37.0 - 41.1],39.0566861,37.0320725,41.0812996
Bulgaria,2017,44.0 [41.6 - 46.3],43.9524438,41.6401115,46.2647761
Luxembourg,2015,15.6 [13.9 - 17.4],15.6496116,13.9239315,17.3752916
Austria,2020,27.1 [25.7 - 28.6],27.1435204,25.655162,28.6318788
Hungary,2014,36.4 [34.7 - 38.2],36.446244,34.6626892,38.2297988
Turkmenistan,2018,76.5 [71.9 - 81.1],76.5106547,71.9159662,81.1053433
Hungary,2001,18.9 [17.8 - 20.1],18.9369745,17.8175093,20.0564397
Belarus,2008,20.0 [18.2 - 21.8],19.9867596,18.1560635,21.8174556
Estonia,2019,25.4 [23.6 - 27.1],25.3643422,23.6089058,27.1197787
Netherlands (Kingdom of the),2005,14.6 [13.8 - 15.4],14.5981582,13.8309948,15.3653216
Turkmenistan,2003,90.6 [87.7 - 93.4],90.5653327,87.7086037,93.4220617
San Marino,2016,No data,,,
Spain,2007,13.5 [12.7 - 14.2],13.4740862,12.7429258,14.2052465
Romania,2002,25.0 [21.9 - 28.1],24.9768627,21.8526494,28.1010761
Norway,2015,23.4 [21.9 - 24.9],23.4057178,21.9151605,24.896275
Estonia,2008,16.1 [14.9 - 17.3],16.1012826,14.9378199,17.2647454
Georgia,2007,34.5 [32.0 - 37.1],34.5081659,31.9586832,37.0576487
Slovenia,2005,36.0 [34.2 - 37.7],35.9511021,34.1967426,37.7054616
Cyprus,2010,22.4 [20.8 - 24.0],22.4029598,20.7601517,24.0457679
Kyrgyzstan,2020,83.2 [79.6 - 86.8],83.1777204,79.5886663,86.7667745
Slovakia,2016,19.1 [18.0 - 20.1],19.0515759,18.0263276,20.0768243
Norway,2000,17.0 [16.1 - 18.0],17.0479339,16.0791274,18.0167404
Malta,2012,24.9 [23.6 - 26.3],24.9157761,23.5727422,26.2588101
Estonia,2018,25.9 [24.0 - 27.7],25.8580084,24.0479197,27.6680971
Malta,2011,33.6 [31.9 - 35.4],33.6157608,31.859905,35.3716167
Estonia,2015,29.4 [27.5 - 31.3],29.3919767,27.5288358,31.2551176
Portugal,2001,27.7 [25.9 - 29.4],27.6696525,25.9162921,29.4230129
Italy,2001,15.1 [14.2 - 15.9],15.0816643,14.2327291,15.9305996
Slovenia,2020,28.6 [27.1 - 30.2],28.6375628,27.1174019,30.1577237
Kazakhstan,2019,75.5 [71.2 - 79.8],75.4872841,71.161665,79.8129032
Cyprus,2000,38.2 [36.0 - 40.5],38.2134653,35.951255,40.4756756
Czechia,2001,33.1 [31.2 - 35.0],33.1069549,31.2219767,34.9919331
Andorra,2005,19.2 [17.9 - 20.4],19.1758677,17.9487757,20.4029596
Republic of Moldova,2005,29.7 [27.5 - 31.9],29.6916891,27.4816706,31.9017077
Latvia,2006,32.7 [30.5 - 35.0],32.7462138,30.5017971,34.9906304
Slovenia,2001,19.3 [18.2 - 20.3],19.2721919,18.2017378,20.342646
Austria,2003,20.9 [19.8 - 22.0],20.8730312,19.7670509,21.9790115
Bulgaria,2012,34.5 [32.6 - 36.5],34.5450354,32.6195889,36.4704819
Malta,2015,15.7 [14.8 - 16.6],15.667944,14.7847095,16.5511785
Lithuania,2012,16.2 [15.0 - 17.4],16.1902551,15.0155867,17.3649235
Ireland,2018,11.6 [10.6 - 12.6],11.6325326,10.6360816,12.6289836
Sweden,2017,30.0 [28.4 - 31.6],30.003521,28.420285,31.586757
Albania,2001,37.2 [35.1 - 39.3],37.2094374,35.1200217,39.2988531
Bulgaria,2019,33.8 [32.0 - 35.6],33.7879327,31.9522074,35.6236579
Greece,2012,17.8 [16.7 - 18.8],17.7669728,16.7235467,18.8103989
Andorra,2013,13.3 [12.4 - 14.2],13.2678372,12.3561192,14.1795551
Uzbekistan,2016,79.5 [74.9 - 84.1],79.5370979,74.9489475,84.1252482
Italy,2011,33.9 [32.3 - 35.6],33.927882,32.2857545,35.5700095
Croatia,2013,31.0 [29.5 - 32.6],31.0417182,29.4798324,32.6036039
Estonia,2018,32.7 [30.5 - 34.9],32.7108709,30.4987106,34.9230313
Denmark,2005,28.2 [26.8 - 29.5],28.1598281,26.7836452,29.5360111
Denmark,2015,15.3 [14.4 - 16.1],15.2504588,14.3951835,16.1057341
Czechia,2003,17.5 [16.4 - 18.6],17.4974462,16.4201134,18.574779
Georgia,2001,38.2 [35.6 - 40.8],38.1739096,35.5604137,40.7874054
Romania,2009,16.7 [15.0 - 18.3],16.6563851,14.9695881,18.343182
Uzbekistan,2009,81.6 [77.3 - 86.0],81.645625,77.3289919,85.9622581
Finland,2007,20.3 [19.2 - 21.3],20.268828,19.2318443,21.3058116
Tajikistan,2010,88.8 [85.4 - 92.2],88.7904274,85.4109209,92.1699339
Poland,2000,30.1 [28.4 - 31.8],30.0948229,28.3775164,31.8121294
Spain,2020,15.5 [14.7 - 16.3],15.492279,14.6600336,16.3245243
Finland,2012,21.2 [20.2 - 22.3],21.2411302,20.1502538,22.3320066
Tajikistan,2002,83.0 [79.3 - 86.6],82.9655571,79.3300769,86.6010374
Italy,2003,15.3 [14.5 - 16.2],15.3068531,14.4544551,16.1592511
Andorra,2006,14.9 [13.9 - 16.0],14.9437352,13.9359389,15.9515315
Estonia,2016,23.5 [22.0 - 25.0],23.5278999,22.0404075,25.0153924
Luxembourg,2011,15.9 [14.4 - 17.4],15.907627,14.3979283,17.4173258
Austria,2004,21.0 [19.9 - 22.1],20.9833603,19.8933991,22.0733215
United Kingdom of Great Britain and Northern Ireland,2018,14.6 [13.8 - 15.4],14.641335399999999,13.840534,15.4421368
Slovenia,2016,19.7 [18.6 - 20.7],19.6563043,18.6103836,20.702225
Latvia,2015,32.4 [30.3 - 34.5],32.4253873,30.3118866,34.5388881
Switzerland,2003,20.4 [19.3 - 21.4],20.371015,19.3439957,21.3980342
Belarus,2005,38.3 [35.8 - 40.9],38.3281665,35.7549297,40.9014033
Luxembourg,2020,20.4 [17.9 - 22.8],20.3510228,17.869222,22.8328237
Kazakhstan,2016,84.1 [80.1 - 88.0],84.0772602,80.114995,88.0395254
Türkiye,2015,85.0 [82.8 - 87.3],85.0129956,82.750092,87.2758992
Luxembourg,2016,20.0 [17.7 - 22.3],20.0119284,17.6815046,22.3423522
Kazakhstan,2017,83.9 [79.9 - 87.9],83.8777087,79.8609899,87.8944276
Estonia,2000,19.5 [17.9 - 21.1],19.5308441,17.9356921,21.1259961
Malta,2002,19.1 [17.9 - 20.4],19.1159222,17.8652763,20.3665681
France,2005,14.7 [13.8 - 15.5],14.6518634,13.8117571,15.4919697
Tajikistan,2014,93.0 [90.2 - 95.8],92.9817835,90.2041899,95.7593772
Greece,2017,28.0 [26.5 - 29.4],27.9789528,26.5169993,29.4409062
Azerbaijan,2017,86.0 [82.0 - 90.0],85.9917892,81.9803065,90.0032719
Tajikistan,2019,92.9 [90.1 - 95.7],92.9135973,90.118201,95.7089936
Italy,2009,26.6 [25.3 - 28.0],26.6427227,25.2888046,27.9966408
Norway,2001,25.6 [24.2 - 26.9],25.5786229,24.2355639,26.9216818
Türkiye,2003,90.9 [89.3 - 92.6],90.9291993,89.2783763,92.5800223
Belgium,2008,28.8 [27.4 - 30.2],28.7845295,27.3779093,30.1911497
Turkmenistan,2008,91.0 [88.0 - 94.0],90.9953349,88.0100489,93.9806209
Poland,2020,26.5 [25.2 - 27.9],26.5215132,25.1596623,27.8833641
Estonia,2017,24.6 [23.0 - 26.3],24.6259883,22.9999288,26.2520477
Georgia,2010,52.7 [49.0 - 56.4],52.6789157,48.9546376,56.4031938
Estonia,2020,17.9 [16.5 - 19.3],17.9148612,16.5435766,19.2861458
Israel,2004,51.9 [48.6 - 55.2],51.9111292,48.638677,55.1835814
Russian Federation,2007,49.5 [47.1 - 51.9],49.5166771,47.1259028,51.9074514
Portugal,2005,27.9 [26.2 - 29.5],27.8687616,26.2408008,29.4967223
Kyrgyzstan,2016,80.2 [76.3 - 84.1],80.1749211,76.2609618,84.0888803
Bosnia and Herzegovina,2002,48.4 [44.5 - 52.2],48.396345,44.5468498,52.2458402
Malta,2004,27.2 [25.6 - 28.8],27.2108575,25.6029842,28.8187308
Czechia,2006,17.4 [16.4 - 18.4],17.3901468,16.3623667,18.4179269
Slovakia,2009,19.1 [18.0 - 20.1],19.0791781,18.0434914,20.1148648
Slovenia,2008,19.2 [18.2 - 20.2],19.1861203,18.1744799,20.1977606
Greece,2013,26.7 [25.3 - 28.1],26.7111554,25.2885405,28.1337703
Azerbaijan,2018,78.7 [73.8 - 83.6],78.72028,73.8251557,83.6154042
Israel,2020,40.2 [37.4 - 43.1],40.2382968,37.3976135,43.0789801
Israel,2012,39.8 [37.2 - 42.5],39.8362654,37.176836,42.4956949
Hungary,2005,27.5 [26.1 - 29.0],27.5382211,26.0711103,29.0053319
Albania,2005,61.3 [59.1 - 63.6],61.3408183,59.0637876,63.6178489
Romania,2016,24.3 [22.5 - 26.2],24.3477635,22.4910495,26.2044775
Latvia,2019,24.8 [23.2 - 26.4],24.7855407,23.1961498,26.3749316
Republic of Moldova,2016,21.8 [20.0 - 23.5],21.770693,20.0042693,23.5371167
Andorra,2004,11.6 [10.8 - 12.4],11.6134407,10.7832522,12.4436292
Italy,2020,35.1 [33.4 - 36.9],35.1439873,33.4134317,36.8745429
Malta,2014,24.2 [22.9 - 25.5],24.2042686,22.9229183,25.4856189
Poland,2016,18.5 [17.5 - 19.4],18.4500157,17.4676467,19.4323847
Iceland,2005,15.7 [14.8 - 16.7],15.7426001,14.8338584,16.6513418
Republic of Moldova,2020,21.9 [20.1 - 23.7],21.9087909,20.1305256,23.6870562
Bosnia and Herzegovina,2019,56.5 [52.8 - 60.2],56.5107053,52.8017544,60.2196562
Kyrgyzstan,2015,72.7 [68.2 - 77.1],72.681005,68.2335727,77.1284373
Denmark,2000,13.8 [13.1 - 14.6],13.8445672,13.0692871,14.6198473
Kyrgyzstan,2000,79.9 [76.3 - 83.5],79.885779,76.3012327,83.4703253
Cyprus,2015,23.1 [21.5 - 24.8],23.1319033,21.4505237,24.813283
Austria,2015,27.1 [25.7 - 28.5],27.1264714,25.7201856,28.5327571
Republic of Moldova,2015,38.3 [35.7 - 40.8],38.2942336,35.7443542,40.844113
Sweden,2001,23.9 [22.6 - 25.1],23.8766098,22.6418624,25.1113572
Romania,2017,16.5 [15.1 - 17.9],16.4833711,15.1077847,17.8589574
Republic of Moldova,2016,38.1 [35.5 - 40.6],38.0718176,35.5367039,40.6069312
Netherlands (Kingdom of the),2002,28.6 [27.2 - 30.0],28.6182931,27.234143,30.0024432
Finland,2011,20.7 [19.6 - 21.8],20.7021802,19.6379845,21.7663758
France,2006,28.9 [27.3 - 30.4],28.8610385,27.3475375,30.3745395
Belgium,2004,29.7 [28.2 - 31.2],29.6981239,28.2178377,31.1784101
Romania,2010,24.5 [22.4 - 26.7],24.5111607,22.3688485,26.653473
Bulgaria,2017,34.3 [32.4 - 36.1],34.2790522,32.4246,36.1335043
Sweden,2013,29.8 [28.3 - 31.3],29.8447698,28.3458756,31.343664
United Kingdom of Great Britain and Northern Ireland,2016,28.9 [27.5 - 30.3],28.9067518,27.4877307,30.3257729
Iceland,2009,29.1 [27.6 - 30.6],29.0801998,27.552003,30.6083966
United Kingdom of Great Britain and Northern Ireland,2000,21.9 [20.7 - 23.1],21.9158319,20.7136099,23.1180539
Bosnia and Herzegovina,2018,67.8 [63.9 - 71.7],67.7835182,63.8697249,71.6973116
France,2017,15.4 [14.5 - 16.2],15.3596308,14.5174913,16.2017702
Israel,2014,40.3 [37.5 - 43.0],40.2559698,37.4971654,43.0147743
Slovakia,2006,28.1 [26.7 - 29.6],28.1260613,26.6537198,29.5984028
Sweden,2017,15.5 [14.6 - 16.4],15.5232889,14.6277429,16.418835
Netherlands (Kingdom of the),2002,14.3 [13.6 - 15.1],14.3394567,13.5763858,15.1025275
Israel,2002,30.3 [28.0 - 32.6],30.3180614,28.0478597,32.5882631
Hungary,2006,27.2 [25.8 - 28.7],27.2423981,25.7894511,28.6953451
Uzbekistan,2005,90.1 [86.8 - 93.5],90.1086771,86.7583604,93.4589939
Turkmenistan,2000,84.0 [80.7 - 87.3],84.0041704,80.6618111,87.3465297
Russian Federation,2006,50.2 [47.8 - 52.6],50.2063364,47.8138345,52.5988382
Czechia,2008,17.2 [16.2 - 18.2],17.1941488,16.1763602,18.2119373
Malta,2004,35.7 [33.7 - 37.7],35.7084977,33.6789002,37.7380951
Poland,2014,26.9 [25.6 - 28.3],26.9274275,25.5798208,28.2750342
Poland,2015,18.5 [17.5 - 19.4],18.457118,17.4748392,19.4393969
Georgia,2016,53.4 [49.9 - 56.9],53.401743,49.8594611,56.944025
Austria,2010,20.8 [19.8 - 21.9],20.8172148,19.7512211,21.8832084
Bulgaria,2018,23.4 [22.0 - 24.7],23.3546926,21.9988099,24.7105753
Italy,2000,30.6 [29.0 - 32.2],30.595372,29.0108302,32.1799137
Belarus,2006,21.2 [19.5 - 23.0],21.2311065,19.4534116,23.0088015
Estonia,2003,32.7 [30.4 - 35.0],32.734833,30.4417703,35.0278956
Malta,2017,21.5 [20.4 - 22.6],21.5091853,20.3746123,22.6437584
Uzbekistan,2018,85.3 [81.4 - 89.2],85.292582,81.3884239,89.19674
Ireland,2012,23.8 [22.5 - 25.0],23.7870554,22.5486409,25.02547
Cyprus,2007,29.9 [28.0 - 31.8],29.9083471,28.000015,31.8166791
North Macedonia,2003,65.2 [61.3 - 69.0],65.1517226,61.277751,69.0256942
Switzerland,2020,13.7 [12.7 - 14.6],13.657784,12.6736167,14.6419514
Bulgaria,2007,25.2 [23.6 - 26.7],25.1509803,23.6027087,26.6992519
Kazakhstan,2006,71.7 [67.6 - 75.8],71.6869192,67.5556227,75.8182158
Netherlands (Kingdom of the),2001,14.3 [13.5 - 15.0],14.2657589,13.5012777,15.03024
Estonia,2005,23.7 [22.1 - 25.3],23.7078836,22.0936221,25.322145
Finland,2010,27.6 [26.2 - 29.0],27.5692249,26.1878821,28.9505677
Slovakia,2015,27.1 [25.8 - 28.5],27.1388425,25.7652879,28.5123971
Croatia,2019,39.8 [37.9 - 41.8],39.8405331,37.8589993,41.8220669
Norway,2006,15.6 [14.7 - 16.6],15.6352071,14.676153,16.5942611
Belgium,2011,29.0 [27.6 - 30.4],29.0132422,27.600485,30.4259994
Ukraine,2009,31.3 [29.1 - 33.5],31.3206076,29.1027372,33.5384781
Belgium,2001,22.7 [21.5 - 23.8],22.650935,21.463578,23.838292
North Macedonia,2000,65.7 [61.8 - 69.5],65.6670311,61.799676,69.5343862
Armenia,2012,59.2 [55.3 - 63.1],59.2454247,55.3413705,63.1494789
Denmark,2007,14.2 [13.5 - 14.9],14.2031804,13.4572202,14.9491406
Uzbekistan,2014,79.6 [75.1 - 84.2],79.6434471,75.0933392,84.193555
Ukraine,2000,40.8 [38.0 - 43.5],40.7667307,38.0471375,43.4863238
Georgia,2019,43.5 [40.4 - 46.5],43.4718668,40.4123382,46.5313954
Latvia,2009,18.3 [16.9 - 19.7],18.2725571,16.8858013,19.6593129
Ukraine,2020,33.9 [31.5 - 36.3],33.8985171,31.5399123,36.257122
Israel,2011,29.3 [27.1 - 31.5],29.3228603,27.1347723,31.5109484
Netherlands (Kingdom of the),2009,22.0 [20.9 - 23.1],22.0004595,20.8949894,23.1059295
Estonia,2007,23.2 [21.6 - 24.8],23.2048287,21.6016108,24.8080467
Netherlands (Kingdom of the),2006,28.4 [27.1 - 29.8],28.4380276,27.0686731,29.8073821
Bosnia and Herzegovina,2020,69.1 [65.2 - 73.0],69.1378919,65.2357448,73.0400391
Malta,2008,33.7 [31.9 - 35.5],33.7396477,31.9442369,35.5350584
Luxembourg,2005,16.8 [15.7 - 18.0],16.8049357,15.6550618,17.9548096
Spain,2016,21.3 [20.2 - 22.3],21.2883213,20.2471609,22.3294818
Belarus,2018,38.8 [36.3 - 41.4],38.8464591,36.2548361,41.4380821
Belgium,2016,22.3 [21.2 - 23.5],22.331706,21.1751721,23.48824
Turkmenistan,2017,83.2 [79.2 - 87.2],83.1813999,79.2037937,87.1590061
Norway,2007,22.7 [21.3 - 24.0],22.6620744,21.3183417,24.0058072
Hungary,2007,27.7 [26.2 - 29.1],27.6949582,26.2473057,29.1426107
Finland,2000,22.4 [21.2 - 23.6],22.3834248,21.1539708,23.6128788
Belarus,2008,28.3 [26.0 - 30.6],28.318155,26.0377097,30.5986003
Cyprus,2005,29.7 [27.8 - 31.6],29.7163982,27.8396716,31.5931247
Czechia,2016,32.4 [30.7 - 34.2],32.4192113,30.6833125,34.1551101
Andorra,2007,11.5 [10.6 - 12.3],11.4668643,10.6444362,12.2892923
Estonia,2016,29.9 [28.0 - 31.7],29.8620051,28.0358167,31.6881935
Germany,2002,13.6 [12.8 - 14.4],13.6331323,12.8184451,14.4478194
Kazakhstan,2019,66.1 [61.6 - 70.6],66.1236594,61.6249116,70.6224073
Italy,2008,17.1 [16.1 - 18.0],17.0736837,16.1301427,18.0172247
Spain,2017,13.9 [13.2 - 14.6],13.9114527,13.1874667,14.6354388
Belarus,2007,35.9 [33.3 - 38.5],35.9082842,33.2944595,38.5221089
Belarus,2011,28.0 [25.8 - 30.2],28.0041904,25.7612143,30.2471665
Italy,2020,17.8 [16.9 - 18.8],17.8468453,16.85542,18.8382707
Italy,2009,17.6 [16.6 - 18.6],17.6011036,16.623106,18.5791012
Poland,2009,27.6 [26.2 - 29.0],27.6150267,26.1832538,29.0467996
Portugal,2015,14.5 [13.7 - 15.3],14.4892638,13.6724615,15.306066
Norway,2005,23.6 [22.3 - 24.9],23.6077429,22.3205059,24.8949798
Denmark,2013,15.3 [14.4 - 16.1],15.2731089,14.4301791,16.1160388
Bosnia and Herzegovina,2005,69.9 [65.9 - 73.9],69.9395288,65.9431367,73.9359208
Czechia,2002,17.6 [16.5 - 18.7],17.6251496,16.5388643,18.7114349
Luxembourg,2012,15.9 [14.3 - 17.4],15.8787022,14.3315565,17.4258478
Austria,2001,21.0 [19.9 - 22.2],21.0471036,19.9074326,22.1867746
Republic of Moldova,2016,30.4 [28.3 - 32.6],30.4367912,28.2763325,32.5972499
Sweden,2009,15.6 [14.7 - 16.4],15.5545494,14.7127042,16.3963945
Estonia,2002,25.8 [24.0 - 27.7],25.834916,23.9868263,27.6830057
Croatia,2018,21.8 [20.6 - 22.9],21.766058,20.5871106,22.9450053
Republic of Moldova,2017,30.3 [28.1 - 32.4],30.2954279,28.1454034,32.4454524
Iceland,2010,23.0 [21.7 - 24.2],22.9826972,21.740725,24.2246694
Azerbaijan,2002,86.5 [83.2 - 89.8],86.4750798,83.1926854,89.7574742
North Macedonia,2020,46.5 [42.8 - 50.1],46.4547676,42.8190957,50.0904396
Croatia,2019,31.1 [29.5 - 32.7],31.1161996,29.52784,32.7045592
Luxembourg,2008,16.0 [14.5 - 17.4],15.9652818,14.512928,17.4176355
Ireland,2014,18.3 [17.4 - 19.3],18.3453958,17.3510984,19.3396931
Finland,2008,26.7 [25.4 - 28.1],26.7489224,25.4048257,28.0930191
Denmark,2018,21.8 [20.6 - 23.1],21.8380166,20.5690568,23.1069765
Portugal,2019,28.6 [27.2 - 30.0],28.6001953,27.1940595,30.0063312
Andorra,2004,15.4 [14.4 - 16.4],15.3952647,14.3696001,16.4209293
United Kingdom of Great Britain and Northern Ireland,2006,21.3 [20.2 - 22.4],21.2927856,20.2020753,22.3834959
Ukraine,2017,34.6 [32.2 - 37.0],34.6345022,32.2318414,37.0371629
Republic of Moldova,2015,22.0 [20.2 - 23.8],21.9734565,20.19311,23.753803
Albania,2020,37.5 [35.3 - 39.8],37.5409831,35.3185646,39.7634016
Malta,2006,16.5 [15.5 - 17.5],16.4982598,15.4763826,17.520137
Albania,2000,51.5 [49.4 - 53.6],51.4763639,49.3581727,53.594555
France,2018,23.2 [22.0 - 24.4],23.2140372,22.0119687999999,24.4161056
North Macedonia,2008,56.1 [52.4 - 59.8],56.1208118,52.4059964,59.8356272
Spain,2003,14.1 [13.2 - 14.9],14.0596086,13.2275307,14.8916866
Ukraine,2001,40.4 [37.7 - 43.1],40.4156158,37.7217271,43.1095045
Lithuania,2011,29.5 [27.5 - 31.4],29.4683732,27.5446572,31.3920892
Slovenia,2014,36.2 [34.4 - 37.9],36.1717411,34.4110303,37.9324519
Cyprus,2016,32.4 [30.3 - 34.5],32.4265876,30.3139539,34.5392214
Ireland,2002,23.1 [21.6 - 24.7],23.1315567,21.6042918,24.6588216
Kazakhstan,2007,83.6 [79.8 - 87.5],83.6379645,79.7614331,87.5144959
France,2019,22.9 [21.7 - 24.1],22.91561,21.7027202,24.1284998
Georgia,2001,58.1 [54.3 - 61.9],58.0847677,54.3095923,61.8599431
Ukraine,2002,40.7 [38.0 - 43.4],40.7041181,37.9937535,43.4144826
Ukraine,2020,42.3 [39.5 - 45.1],42.2819583,39.5094694,45.0544473
Ireland,2017,21.6 [19.9 - 23.3],21.5906666,19.9220576,23.2592757
