Title,Year,% of Pop. Abstainers,NumericValue,Min,Max
Sweden,2008,30.2 [28.7 - 31.7],30.1738756,28.6799539,31.6677974
Hungary,2014,28.5 [27.0 - 29.9],28.4648665,27.0393146,29.8904185
Belarus,2007,20.5 [18.6 - 22.3],20.4556227,18.6416771,22.2695684
Israel,2011,40.1 [37.4 - 42.8],40.1008792,37.4299336,42.7718248
Netherlands (Kingdom of the),2018,29.3 [27.7 - 31.0],29.3493422,27.6654034,31.033281
Hungary,2013,28.7 [27.3 - 30.2],28.7265442,27.2923168,30.1607716
Germany,2000,20.7 [19.5 - 22.0],20.7354802,19.4635365,22.0074239
Uzbekistan,2008,82.0 [77.7 - 86.3],82.0015217,77.7298909,86.2731524
Kyrgyzstan,2010,86.8 [83.3 - 90.3],86.7752428,83.2991329,90.2513528
Republic of Moldova,2012,37.0 [34.5 - 39.5],37.0140073,34.5073114,39.5207032
Lithuania,2009,17.1 [15.9 - 18.3],17.1321388,15.9247119,18.3395657
Israel,2005,30.4 [28.1 - 32.7],30.4184368,28.127333,32.7095407
Belgium,2012,29.0 [27.6 - 30.4],28.9935719,27.5823564,30.4047874
Turkmenistan,2005,78.8 [74.9 - 82.8],78.8356492,74.8658623,82.805436
Czechia,2002,33.0 [31.1 - 34.8],32.9533845,31.0672293,34.8395397
France,2000,28.1 [26.4 - 29.7],28.0604873,26.3939079,29.7270667
Netherlands (Kingdom of the),2019,15.5 [14.6 - 16.5],15.5213473,14.5557309,16.4869637
Croatia,2011,30.4 [28.9 - 31.9],30.4155892,28.8877601,31.9434182
Slovakia,2014,35.0 [33.3 - 36.7],34.9862591,33.2586021,36.7139161
Malta,2019,21.0 [19.8 - 22.1],20.9571371,19.8347998,22.0794743
Latvia,2014,25.8 [24.1 - 27.5],25.8043248,24.0674219,27.5412277
Finland,2007,26.8 [25.5 - 28.2],26.8110653,25.4698176,28.152313
Finland,2017,21.9 [20.7 - 23.0],21.8812099,20.7180541,23.0443656
Belgium,2015,14.5 [13.7 - 15.3],14.498228,13.7079714,15.2884845
Türkiye,2004,86.8 [84.7 - 88.9],86.8241186,84.7458219,88.9024154
Switzerland,2010,13.5 [12.7 - 14.2],13.4522301,12.6791874,14.2252728
Serbia,2016,26.2,26.2,,
Andorra,2018,21.1 [19.8 - 22.4],21.1396797,19.8430503,22.436309
North Macedonia,2006,44.8 [41.3 - 48.3],44.8114614,41.3027265,48.3201964
Tajikistan,2008,88.8 [85.5 - 92.1],88.8136398,85.5472785,92.0800012
Kyrgyzstan,2020,76.3 [72.1 - 80.5],76.2868922,72.0989257,80.4748587
Azerbaijan,2003,80.8 [76.8 - 84.7],80.7544281,76.8220345,84.6868216
Czechia,2005,25.3 [23.9 - 26.7],25.2770374,23.8528593,26.7012156
Finland,2009,20.7 [19.6 - 21.8],20.7016576,19.6449634,21.7583517
Luxembourg,2010,16.1 [14.7 - 17.6],16.1407539,14.6843576,17.5971503
Luxembourg,2002,11.3 [10.6 - 12.0],11.2912978,10.5619,12.0206957
Azerbaijan,2011,85.8 [81.8 - 89.9],85.8409207,81.830136,89.8517054
Israel,2019,49.9 [46.6 - 53.2],49.8861032,46.6060741,53.1661322
Ireland,2006,11.5 [10.8 - 12.3],11.5354822,10.8168439,12.2541205
Italy,2010,17.1 [16.2 - 18.1],17.121196,16.1772359,18.065156
Poland,2001,38.9 [36.8 - 41.1],38.9414784,36.7813061,41.1016506
Russian Federation,2015,40.8 [38.8 - 42.8],40.8397363,38.8426905,42.8367822
Latvia,2010,33.2 [30.9 - 35.5],33.2264017,30.9472506,35.5055528
Lithuania,2010,17.4 [16.2 - 18.7],17.4413375,16.200366,18.6823089
Malta,2002,36.7 [34.5 - 38.8],36.6925034,34.5407036,38.8443032
North Macedonia,2006,56.2 [52.5 - 60.0],56.2471168,52.5215141,59.9727195
Kazakhstan,2008,76.9 [72.9 - 80.9],76.90103,72.853548,80.9485119
Switzerland,2000,20.1 [19.1 - 21.1],20.1062192,19.0634779,21.1489605
North Macedonia,2015,69.4 [65.4 - 73.3],69.3733726,65.4136244,73.3331209
France,2004,14.5 [13.7 - 15.4],14.5286823,13.6742854,15.3830792
Georgia,2012,43.8 [40.7 - 46.9],43.8160599,40.7484402,46.8836796
Andorra,2003,19.7 [18.4 - 21.0],19.7022239,18.4453545,20.9590934
Armenia,2006,51.8 [48.3 - 55.2],51.7731118,48.3225356,55.223688
Finland,2020,22.0 [20.8 - 23.1],21.9539241,20.7610039,23.1468443
Republic of Moldova,2009,23.0 [21.2 - 24.9],23.0336233,21.17785,24.8893965
Belarus,2003,22.4 [20.6 - 24.2],22.3858566,20.5736108,24.1981024
Portugal,2015,29.2 [27.7 - 30.7],29.2295798,27.730531,30.7286287
Czechia,2011,25.5 [24.1 - 26.8],25.4561873,24.1223282,26.7900463
Azerbaijan,2020,77.8 [72.8 - 82.8],77.8180619,72.8493211,82.7868027
Slovenia,2014,27.9 [26.5 - 29.3],27.8866377,26.5042331,29.2690423
Bosnia and Herzegovina,2007,68.7 [64.8 - 72.7],68.7452737,64.7646858,72.7258617
Andorra,2009,12.1 [11.3 - 13.0],12.149559,11.2983418,13.0007762
Türkiye,2007,86.6 [84.6 - 88.7],86.6259765,84.5734941,88.6784589
Uzbekistan,2014,91.3 [88.1 - 94.4],91.2615203,88.1121969,94.4108437
Sweden,2013,15.4 [14.5 - 16.2],15.3795803,14.5325932,16.2265674
Iceland,2012,29.8 [28.3 - 31.4],29.8466976,28.2777355,31.4156597
Poland,2015,34.6 [32.9 - 36.3],34.5800122,32.8812919,36.2787324
Latvia,2019,31.2 [29.3 - 33.2],31.2367067,29.2922431,33.1811702
Denmark,2010,14.7 [13.9 - 15.5],14.6999722,13.914536,15.4854084
Romania,2020,31.1 [28.7 - 33.5],31.1038717,28.731461,33.4762825
Azerbaijan,2003,91.8 [89.0 - 94.5],91.753814,88.9672075,94.5404204
Cyprus,2011,31.9 [29.8 - 34.0],31.9043817,29.794091,34.0146725
Russian Federation,2017,28.9 [27.1 - 30.7],28.8997057,27.1159218,30.6834895
Poland,2017,26.7 [25.4 - 28.1],26.7162031,25.365678,28.0667282
Netherlands (Kingdom of the),2005,21.9 [20.8 - 22.9],21.8503909,20.7728384,22.9279434
United Kingdom of Great Britain and Northern Ireland,2002,14.1 [13.3 - 15.0],14.14657,13.3375302,14.9556097
Ukraine,2002,33.0 [30.7 - 35.4],33.024796,30.6968703,35.3527217
Latvia,2020,25.0 [23.4 - 26.6],25.0065982,23.3989854,26.614211
Hungary,2004,27.4 [25.9 - 28.8],27.3639761,25.8796674,28.8482848
Germany,2018,27.3 [25.8 - 28.9],27.3312562,25.8066177,28.8558947
Luxembourg,2014,11.0 [9.8 - 12.2],11.0442539,9.8388511,12.2496567
Spain,2008,21.2 [20.1 - 22.2],21.1635423,20.1002804,22.2268042
Türkiye,2000,94.9 [93.6 - 96.1],94.8701389,93.6393451,96.1009327
Finland,2020,14.7 [13.8 - 15.5],14.6668365,13.821385,15.512288
Italy,2010,26.0 [24.7 - 27.3],25.9610378,24.6549225,27.267153
Slovenia,2012,27.8 [26.5 - 29.2],27.8367393,26.4565219,29.2169568
Belgium,2017,22.3 [21.2 - 23.5],22.3431667,21.1653399,23.5209934
United Kingdom of Great Britain and Northern Ireland,2005,27.8 [26.3 - 29.2],27.7612208,26.3246108,29.1978308
Finland,2018,21.8 [20.6 - 23.0],21.7936374,20.619139,22.9681357
Tajikistan,2004,92.8 [90.2 - 95.4],92.8114733,90.2277952,95.3951515
France,2001,27.9 [26.2 - 29.5],27.8836376,26.2274402,29.539835
Tajikistan,2013,93.0 [90.3 - 95.8],93.0437843,90.2792236,95.808345
Kazakhstan,2012,83.9 [80.0 - 87.9],83.9374152,80.0090852,87.8657451
Poland,2005,37.1 [35.1 - 39.1],37.1144105,35.1337642,39.0950568
Portugal,2001,21.0 [19.7 - 22.4],21.0472941,19.6981578,22.3964304
Republic of Moldova,2018,30.3 [28.2 - 32.5],30.3411985,28.1897954,32.4926015
Turkmenistan,2019,76.5 [71.9 - 81.1],76.4695797,71.8502403,81.0889191
Greece,2001,33.6 [31.7 - 35.5],33.6074827,31.7170718,35.4978935
Germany,2007,21.5 [20.4 - 22.6],21.5307888,20.4160744,22.6455033
Ukraine,2008,31.0 [28.8 - 33.2],31.0423183,28.8360675,33.2485691
Germany,2016,27.9 [26.4 - 29.3],27.8751485,26.4139147,29.3363822
Latvia,2006,26.3 [24.4 - 28.1],26.2610185,24.4199476,28.1020893
North Macedonia,2006,67.5 [63.6 - 71.4],67.5027149,63.5635366,71.4418933
Slovakia,2005,19.5 [18.4 - 20.6],19.5381181,18.4321104,20.6441259
Andorra,2016,16.6 [15.6 - 17.7],16.6275099,15.5635558,17.691464
Azerbaijan,2013,79.9 [75.1 - 84.7],79.9021967,75.1407408,84.6636526
Czechia,2016,25.0 [23.7 - 26.4],25.0484464,23.6848227,26.4120701
Republic of Moldova,2017,37.9 [35.4 - 40.4],37.9257025,35.4028385,40.4485665
Turkmenistan,2001,78.8 [74.9 - 82.6],78.7509745,74.933002,82.568947
Portugal,2013,30.1 [28.6 - 31.7],30.1179977,28.5500394,31.685956
Andorra,2007,15.3 [14.2 - 16.3],15.2588483,14.2429941,16.2747026
Estonia,2009,30.4 [28.4 - 32.3],30.3500572,28.4300641,32.2700502
Switzerland,2009,26.3 [24.9 - 27.7],26.250945,24.8511412,27.6507487
Norway,2014,15.8 [14.6 - 16.9],15.7699093,14.6491858,16.8906329
Kyrgyzstan,2002,85.1 [81.7 - 88.5],85.1065346,81.6880581,88.5250111
Russian Federation,2000,42.2 [40.0 - 44.5],42.235915,40.0099799,44.46185
Albania,2012,49.9 [47.7 - 52.1],49.8626681,47.6518884,52.0734479
Tajikistan,2011,88.7 [85.3 - 92.1],88.6760464,85.2827921,92.0693008
Croatia,2009,21.3 [20.1 - 22.4],21.2936312,20.1374669,22.4497954
Malta,2011,25.4 [24.0 - 26.8],25.4234921,24.0415511,26.8054331
Tajikistan,2001,87.7 [84.7 - 90.8],87.7481787,84.6761195,90.8202378
Slovenia,2004,37.2 [35.4 - 39.0],37.2232198,35.4197225,39.026717
Norway,2007,15.5 [14.5 - 16.5],15.4930711,14.5273182,16.4588239
Denmark,2008,28.1 [26.7 - 29.5],28.1050064999999,26.7405206,29.4694924
Kyrgyzstan,2011,86.8 [83.3 - 90.3],86.8063271,83.3367556,90.2758985
Tajikistan,2007,84.1 [80.2 - 87.9],84.0654854,80.2288636,87.9021072
Finland,2010,13.8 [13.0 - 14.5],13.7766996,13.0254105,14.5279886
Israel,2007,30.2 [27.9 - 32.4],30.1523105,27.8762112,32.4284097
Iceland,2000,17.1 [16.1 - 18.2],17.1480299,16.1133818,18.1826781
Georgia,2012,52.7 [49.1 - 56.3],52.711357,49.084146,56.3385681
Italy,2018,32.8 [31.2 - 34.4],32.8214874,31.2269558,34.416019
Portugal,2003,21.1 [19.8 - 22.5],21.1459608,19.8396063,22.4523153
Kyrgyzstan,2005,85.6 [82.2 - 89.0],85.6171304,82.2068104,89.0274505
Netherlands (Kingdom of the),2005,28.8 [27.5 - 30.2],28.8480335,27.4613991,30.234668
Sweden,2018,22.6 [21.4 - 23.9],22.6225783,21.3727629,23.8723938
United Kingdom of Great Britain and Northern Ireland,2003,14.2 [13.4 - 15.0],14.1602775,13.3591041,14.9614509
Albania,2015,49.9 [47.7 - 52.1],49.886407,47.6673536,52.1054604
Iceland,2012,22.8 [21.6 - 24.1],22.8337939,21.5922473,24.0753405
Kyrgyzstan,2011,72.4 [67.9 - 76.8],72.3662086,67.914802,76.8176153
Armenia,2011,50.5 [47.1 - 53.9],50.5129525,47.1421841,53.8837209
Luxembourg,2003,11.4 [10.7 - 12.1],11.4085447,10.6734711,12.1436184
Russian Federation,2020,28.6 [26.9 - 30.4],28.6488665,26.8602983,30.4374348
Greece,2000,25.7 [24.2 - 27.2],25.7163466,24.1897548,27.2429385
Republic of Moldova,2012,29.7 [27.6 - 31.8],29.7035473,27.565452,31.8416426
Greece,2016,18.8 [17.7 - 19.9],18.8065625,17.716511,19.896614
Netherlands (Kingdom of the),2009,14.8 [14.0 - 15.6],14.8449188,14.0495503,15.6402874
Kazakhstan,2020,75.5 [71.2 - 79.8],75.486273,71.1954232,79.7771227
Türkiye,2001,86.9 [84.8 - 89.0],86.8757993,84.7617292,88.9898694
Armenia,2004,42.0 [39.1 - 44.9],42.0133764,39.1121044,44.9146483
Kazakhstan,2009,85.0 [81.2 - 88.8],85.0200966,81.2467194,88.7934738
Azerbaijan,2019,77.6 [72.6 - 82.6],77.6329206,72.6423032,82.6235379
Cyprus,2001,20.6 [19.3 - 22.0],20.6477319,19.2632487,22.0322152
Iceland,2008,28.8 [27.3 - 30.4],28.8380238,27.3051103,30.3709373
Luxembourg,2002,16.9 [15.9 - 18.0],16.932943,15.887372,17.978514
Austria,2008,13.7 [13.0 - 14.5],13.7112191,12.9712891,14.4511491
Switzerland,2010,20.0 [18.9 - 21.1],20.0216561,18.9202702,21.123042
Greece,2009,16.5 [15.6 - 17.4],16.4888856,15.5651046,17.4126666
Monaco,2016,No data,,,
Slovenia,2003,35.8 [34.0 - 37.6],35.7760717,33.9826562,37.5694871
Denmark,2012,29.8 [28.3 - 31.2],29.7644741,28.2817367,31.2472114
Kazakhstan,2014,66.5 [62.1 - 71.0],66.536353,62.1019695,70.9707365
Türkiye,2011,85.5 [83.3 - 87.7],85.5199355,83.3336005,87.7062705
Finland,2015,14.6 [13.8 - 15.4],14.6281528,13.8233173,15.4329883
Türkiye,2020,94.3 [93.0 - 95.7],94.3114178,92.9655856,95.65725
Hungary,2020,19.7 [18.6 - 20.8],19.694562,18.6167637,20.7723603
Austria,2018,20.1 [19.0 - 21.3],20.1157427,18.968095,21.2633904
Israel,2006,41.6 [38.8 - 44.4],41.5692568,38.7566363,44.3818774
Slovakia,2000,28.4 [26.8 - 30.0],28.3768806,26.7667586,29.9870025
Netherlands (Kingdom of the),2012,15.0 [14.2 - 15.8],14.9985685,14.1789953,15.8181417
Azerbaijan,2002,80.6 [76.7 - 84.5],80.609755,76.7330891,84.486421
Greece,2019,19.3 [18.2 - 20.4],19.3297046,18.2202065,20.4392028
Bulgaria,2004,25.7 [24.0 - 27.3],25.6969552,24.049093,27.3448175
Azerbaijan,2016,91.6 [88.3 - 95.0],91.6370714,88.288741,94.9854017
Cyprus,2015,33.0 [30.9 - 35.2],33.0403482,30.8768399,35.2038566
Tajikistan,2006,83.9 [80.2 - 87.7],83.934125,80.1565122,87.7117378
Finland,2001,14.6 [13.7 - 15.4],14.5783458,13.7329536,15.423738
Netherlands (Kingdom of the),2019,22.6 [21.2 - 23.9],22.5824536,21.240676,23.9242312
Germany,2020,28.0 [26.4 - 29.5],27.9806611,26.4470749,29.5142472
Netherlands (Kingdom of the),2001,21.5 [20.5 - 22.6],21.544355,20.4625156,22.6261945
Malta,2017,28.9 [27.4 - 30.4],28.9424164,27.4496919,30.4351409
United Kingdom of Great Britain and Northern Ireland,2013,29.4 [28.0 - 30.9],29.4417371,28.0112795,30.8721946
Andorra,2000,11.8 [11.0 - 12.6],11.8024585,10.9690605,12.6358566
Ireland,2009,18.4 [17.5 - 19.4],18.4355833,17.471241,19.3999257
Ukraine,2000,33.0 [30.7 - 35.4],33.0333488,30.7002766,35.366421
Uzbekistan,2008,92.3 [89.4 - 95.2],92.3169542,89.3957164,95.2381919
Uzbekistan,2019,79.1 [74.5 - 83.8],79.124908,74.4513365,83.7984796
North Macedonia,2017,45.9 [42.3 - 49.5],45.8830484,42.2919492,49.4741476
United Kingdom of Great Britain and Northern Ireland,2017,28.6 [27.2 - 30.0],28.5916296,27.1686551,30.0146042
Albania,2016,62.6 [60.3 - 64.9],62.6059688,60.3160897,64.8958479
Sweden,2018,29.8 [28.2 - 31.4],29.7960875,28.1846372,31.4075379
Turkmenistan,2007,90.9 [88.0 - 93.9],90.9428404,88.0021175,93.8835633
Denmark,2010,28.6 [27.2 - 30.0],28.5646832,27.1601852,29.9691812
Hungary,2010,28.9 [27.5 - 30.4],28.9424737,27.4835673,30.4013801
Norway,2013,15.5 [14.4 - 16.7],15.5452671,14.4259034,16.6646309
Austria,2010,13.8 [13.0 - 14.5],13.7621394,13.0159994,14.5082795
Latvia,2011,18.0 [16.6 - 19.3],17.95734,16.6173669,19.2973131
Portugal,2017,29.0 [27.6 - 30.5],29.0288327,27.5722238,30.4854417
Belarus,2013,20.2 [18.5 - 22.0],20.2332382,18.4944747,21.9720017
Portugal,2018,14.5 [13.7 - 15.3],14.5111393,13.7190447,15.3032339
Norway,2001,17.2 [16.2 - 18.2],17.2085957,16.229183,18.1880083
Norway,2009,29.7 [28.0 - 31.4],29.7392164,28.0301834,31.4482494
Andorra,2012,13.2 [12.3 - 14.1],13.1825699,12.2736425,14.0914974
Ukraine,2018,24.1 [22.2 - 26.0],24.1087603,22.1880665,26.0294542
Uzbekistan,2004,84.4 [80.5 - 88.3],84.4347751,80.5205506,88.3489997
Latvia,2011,32.9 [30.7 - 35.2],32.9260551,30.7010684,35.1510418
Albania,2012,37.1 [34.9 - 39.3],37.0811391,34.9085612,39.253717
Republic of Moldova,2019,38.0 [35.5 - 40.6],38.0425985,35.516901,40.5682959
Turkmenistan,2019,83.2 [79.2 - 87.3],83.2400678,79.2155946,87.264541
Russian Federation,2012,48.7 [46.5 - 50.8],48.687739,46.5358607,50.8396173
Armenia,2005,60.2 [56.3 - 64.2],60.2363682,56.2862836,64.1864527
Albania,2000,64.0 [61.8 - 66.2],63.9860228,61.8138636,66.1581819
Slovenia,2006,27.0 [25.6 - 28.4],26.9683169,25.5841391,28.3524946
Andorra,2009,20.4 [19.1 - 21.6],20.377588,19.1066958,21.6484802
Sweden,2007,15.6 [14.7 - 16.4],15.5641739,14.7191518,16.4091961
Kazakhstan,2000,62.6 [58.3 - 66.8],62.5777956,58.3098255,66.8457655999999
Croatia,2019,21.7 [20.5 - 22.9],21.721699,20.5392065,22.9041915
Kazakhstan,2004,72.4 [68.3 - 76.5],72.3975869,68.2734852,76.5216887
Hungary,2003,18.7 [17.6 - 19.8],18.7006494,17.6199715,19.7813272
Belgium,2011,22.0 [20.9 - 23.1],22.0343627,20.9362398,23.1324856
Sweden,2015,22.7 [21.5 - 23.9],22.7406754,21.5446655,23.9366852
Portugal,2006,13.7 [12.8 - 14.5],13.6594376,12.8306489,14.4882264
Finland,2001,29.4 [27.9 - 31.0],29.4360404,27.8795095,30.9925713
Lithuania,2013,29.3 [27.4 - 31.2],29.2782886,27.3726055,31.1839717
North Macedonia,2010,45.8 [42.2 - 49.4],45.7611702,42.155422,49.3669184
Tajikistan,2009,88.7 [85.4 - 92.1],88.7421999,85.4208377,92.063562
Germany,2001,27.9 [26.3 - 29.5],27.9346028,26.3263858,29.5428198
Hungary,2015,36.3 [34.6 - 38.1],36.336223,34.5559306,38.1165154
Latvia,2019,17.0 [15.8 - 18.1],16.9531418,15.7646897,18.141594
Georgia,2002,38.4 [35.8 - 41.0],38.3825295,35.7591906,41.0058685
Lithuania,2000,18.4 [17.0 - 19.9],18.4236638,16.9557209,19.8916068
Ukraine,2006,40.5 [37.8 - 43.1],40.4564948,37.7835433,43.1294463
Tajikistan,2017,92.9 [90.1 - 95.7],92.9070353,90.1158621,95.6982086
Finland,2008,20.2 [19.2 - 21.3],20.2384057,19.1984778,21.2783336
Sweden,2013,22.7 [21.5 - 23.8],22.6613919,21.4921014,23.8306823
Armenia,2015,59.0 [55.1 - 62.8],58.9665466,55.1081987,62.8248944
North Macedonia,2020,58.3 [54.5 - 62.1],58.278753,54.4866086,62.0708975
Slovakia,2012,35.2 [33.5 - 37.0],35.2256219,33.4933132,36.9579307
Tajikistan,2010,93.2 [90.5 - 96.0],93.2485063,90.5226802,95.9743323
Republic of Moldova,2014,21.6 [19.9 - 23.4],21.6075517,19.8528407,23.3622626
Greece,2014,18.3 [17.2 - 19.4],18.2965652,17.2351478,19.3579826
Slovakia,2019,18.3 [17.3 - 19.3],18.2876818,17.3057032,19.2696604
Estonia,2000,27.9 [25.8 - 30.1],27.9438806,25.7937656,30.0939955
Ireland,2015,17.3 [16.1 - 18.5],17.27656,16.1015395,18.4515805
Spain,2010,14.9 [14.1 - 15.7],14.9076301,14.0883064,15.7269537
Republic of Moldova,2009,39.0 [36.4 - 41.6],38.9892197,36.3636641,41.6147754
Georgia,2004,37.7 [35.1 - 40.2],37.6875511,35.1280911,40.2470111
Portugal,2004,27.8 [26.1 - 29.4],27.7606193,26.0844235,29.4368152
Slovenia,2017,36.7 [34.9 - 38.6],36.7296808,34.8845747,38.5747869
Italy,2016,34.0 [32.4 - 35.7],34.0316418,32.3879931,35.6752905
Republic of Moldova,2007,37.5 [34.9 - 40.0],37.4839845,34.9187969,40.0491722
Switzerland,2004,13.6 [12.8 - 14.3],13.5504407,12.8292341,14.2716474
Croatia,2001,20.6 [19.5 - 21.8],20.6486361,19.4562416,21.8410306
Finland,2019,22.0 [20.8 - 23.1],21.9504921,20.7612193,23.1397649
Poland,2000,38.2 [36.0 - 40.3],38.1649417,36.0323603,40.2975231
Kyrgyzstan,2020,89.6 [86.5 - 92.6],89.5733134,86.5324941,92.6141328
Poland,2013,26.7 [25.4 - 28.1],26.7127771,25.3682981,28.0572562
Hungary,2001,35.4 [33.4 - 37.3],35.3861742,33.4489019,37.3234466
Austria,2001,13.6 [12.9 - 14.4],13.6376816,12.8568049,14.4185584
Austria,2000,20.6 [19.4 - 21.8],20.5726665,19.3935957,21.7517372
Kazakhstan,2003,72.3 [68.2 - 76.4],72.2888872,68.1657622,76.4120122
Austria,2005,27.6 [26.2 - 29.0],27.6154036,26.2091275,29.0216798
Finland,2000,29.6 [28.0 - 31.2],29.6059521,28.0251457,31.1867585
Andorra,2011,12.9 [12.0 - 13.8],12.9238103,12.0309399,13.8166807
Belgium,2005,22.5 [21.4 - 23.6],22.4978077,21.3602986,23.6353167
Greece,2004,32.8 [31.1 - 34.5],32.7822635,31.0604445,34.5040825
Türkiye,2004,94.9 [93.7 - 96.1],94.9386706,93.7392051,96.138136
Uzbekistan,2004,90.4 [87.1 - 93.6],90.3559977,87.0742348,93.6377605
Belarus,2010,35.2 [32.6 - 37.8],35.1978437,32.5608222,37.8348652
Luxembourg,2006,16.3 [15.0 - 17.5],16.2508797,14.9694256,17.5323338
Azerbaijan,2016,79.9 [75.2 - 84.6],79.9071162,75.1789618,84.6352706
Czechia,2000,17.7 [16.6 - 18.9],17.7461543,16.623788,18.8685206
Bosnia and Herzegovina,2010,46.0 [42.3 - 49.7],45.9613893,42.2677412,49.6550374
Slovakia,2010,19.2 [18.2 - 20.2],19.2048753,18.1628712,20.2468794
Azerbaijan,2017,79.9 [75.1 - 84.6],79.8514197,75.1077582,84.5950812
Hungary,2019,28.1 [26.6 - 29.5],28.0861019,26.6487265,29.5234773
Israel,2014,29.5 [27.2 - 31.8],29.5083095,27.2483433,31.7682758
Luxembourg,2006,21.2 [19.5 - 22.9],21.2212715,19.5494226,22.8931205
Russian Federation,2003,29.1 [27.4 - 30.9],29.1214687,27.3572238,30.8857137
Hungary,2006,18.5 [17.5 - 19.6],18.5333219,17.4864389,19.5802048
Georgia,2000,56.8 [53.1 - 60.5],56.8218792,53.1255134,60.5182451
Estonia,2000,35.0 [32.3 - 37.6],34.9734635,32.3376958,37.6092312
Denmark,2019,15.0 [14.1 - 16.0],15.0276767,14.1004441,15.9549092
Germany,2020,14.1 [13.3 - 14.9],14.0839452,13.265909,14.9019815
Azerbaijan,2014,85.8 [81.7 - 89.9],85.770204,81.6690507,89.8713573
Hungary,2013,36.8 [35.0 - 38.5],36.7512827,34.9636699,38.5388955
Slovakia,2007,27.6 [26.2 - 29.0],27.6200811,26.1991096,29.0410527
Denmark,2018,28.6 [26.9 - 30.2],28.5598618,26.9248387,30.1948849
Albania,2003,63.3 [61.1 - 65.5],63.312305,61.1119252,65.5126849
Sweden,2015,15.5 [14.6 - 16.3],15.4557109,14.5854167,16.3260052
Ireland,2010,23.8 [22.5 - 25.0],23.7553044,22.5186572,24.9919515
Portugal,2007,21.2 [20.0 - 22.4],21.2061361,20.0154692,22.396803
Republic of Moldova,2014,37.6 [35.1 - 40.1],37.5881588,35.0641838,40.1121338
Norway,2018,15.8 [14.7 - 17.0],15.8384908,14.6534293,17.0235523
Latvia,2012,17.8 [16.4 - 19.1],17.7548743,16.4431971,19.0665514
Poland,2018,34.2 [32.5 - 35.9],34.2083608,32.5032658,35.9134557
Belgium,2017,15.0 [14.2 - 15.9],15.0204321,14.1777108,15.8631535
Germany,2008,14.1 [13.3 - 14.9],14.0941422,13.3302765,14.8580079
Croatia,2012,21.4 [20.3 - 22.6],21.4303042,20.2717946,22.5888137
Bosnia and Herzegovina,2012,69.1 [65.2 - 73.1],69.1378777,65.177428,73.0983273
Kazakhstan,2010,84.0 [80.2 - 87.8],83.9912964,80.1742765,87.8083163
Israel,2013,49.9 [46.7 - 53.0],49.8629976,46.7061297,53.0198656
Türkiye,2008,90.5 [88.8 - 92.1],90.4512236,88.7910229,92.1114243
Ukraine,2001,32.8 [30.4 - 35.1],32.7618636,30.4493481,35.0743791
North Macedonia,2001,66.2 [62.3 - 70.1],66.1781479,62.2902703,70.0660256
Azerbaijan,2018,85.2 [81.0 - 89.3],85.1636021,81.0189774,89.3082269
Netherlands (Kingdom of the),2017,29.7 [28.0 - 31.3],29.6782849,28.0353965,31.3211733
Georgia,2013,53.2 [49.6 - 56.7],53.1636651,49.5968956,56.7304345
Ireland,2017,11.7 [10.8 - 12.7],11.7475186,10.8254736,12.6695636
Austria,2017,26.7 [25.3 - 28.2],26.72456,25.2783563,28.1707637
Luxembourg,2017,15.4 [13.6 - 17.3],15.4463808,13.6164,17.2763616
Kyrgyzstan,2014,71.5 [66.9 - 76.0],71.4614616,66.9236672,75.9992559
Luxembourg,2005,22.0 [20.5 - 23.6],22.049979,20.5480027,23.5519553
Portugal,2014,14.5 [13.7 - 15.4],14.539203,13.710884,15.367522
Belarus,2014,29.9 [27.7 - 32.1],29.9054986,27.7408071,32.0701901
Estonia,2007,29.2 [27.2 - 31.1],29.179491,27.2116403,31.1473417
Kazakhstan,2012,66.9 [62.6 - 71.3],66.9353028,62.5758719,71.2947336
Kyrgyzstan,2012,86.7 [83.2 - 90.2],86.7236458,83.2393326,90.207959
Switzerland,2005,27.3 [26.0 - 28.6],27.3048229,25.9749788,28.6346671
Czechia,2001,17.7 [16.6 - 18.8],17.7369993,16.6469871,18.8270116
Poland,2005,20.3 [19.2 - 21.5],20.3441436,19.1711629,21.5171243
Latvia,2016,32.1 [30.1 - 34.2],32.1159872,30.0538281,34.1781464
Georgia,2006,54.4 [50.7 - 58.0],54.3505686,50.7079473,57.99319
Ukraine,2009,38.9 [36.3 - 41.5],38.927547,36.3338252,41.5212688
Portugal,2010,28.2 [26.7 - 29.7],28.1953649,26.6866026,29.7041272
France,2016,23.0 [21.8 - 24.2],22.9997509,21.8266573,24.1728444
Italy,2017,25.5 [24.2 - 26.8],25.51933,24.2361742,26.8024858
Lithuania,2009,24.5 [22.9 - 26.2],24.543462,22.9227131,26.1642109
Bosnia and Herzegovina,2016,44.9 [41.3 - 48.4],44.8513944,41.290916,48.4118728
Germany,2005,28.7 [27.2 - 30.2],28.6671476,27.1578717,30.1764234
France,2014,29.8 [28.3 - 31.3],29.8086782,28.3189633,31.2983932
Slovenia,2019,19.3 [18.2 - 20.4],19.2798546,18.1922438,20.3674654
Kyrgyzstan,2005,70.5 [66.4 - 74.6],70.4978917,66.4028073,74.592976
Denmark,2016,28.9 [27.4 - 30.5],28.9415866,27.4110847,30.4720884
Luxembourg,2006,11.1 [10.2 - 12.0],11.1020064,10.2096839,11.994329
